Number of Additional Surge Beds Being Planned,Empty Adult ICU Beds,Adult ICU Staffed Bed Capacity,Number of Ventilators Available,Number of Ventilators in Hospital,Number of COVID-19 Positive Patients In Hospital,Number of Fatalities related to COVID-19 in past 24 hours,Number of COVID-19 Positive Adults in ICU,Number of ALL Patients Under Investigation for COVID-19 In Hospital,Number of new patients admitted to an inpatient bed who had confirmed COVID-19 at the time of admission in the past 24 hours,Number of new patients admitted to an inpatient bed who had suspected COVID-19 at the time of admission in the past 24 hours,Staffed Inpatient Capacity (all bed types),Inpatient Census (all bed types),Adult ICU Census,Number of Ventilators In Use,Date,Empty Inpatient Beds (all types),cms_number,hospital_name,Coalition
10,4,6,8,8,0,0,0,0,0,0,48,34,2,0,11/2/2020,14,340127,Granville Health System,DHPC
0,0,1,9,10,2,0,0,1,2,1,25,16,1,1,11/24/2020,9,340087,McDowell Hospital,MAHPC
41,14,22,36,37,1,0,1,1,0,8,147,64,8,1,11/5/2020,83,340017,Pardee Hospital,MAHPC
59,0,10,36,41,14,0,1,2,4,0,246,159,10,5,11/18/2020,87,340171,Novant Health - Matthews,MHPC
51,5,16,13,15,23,0,7,0,4,0,154,109,11,2,11/20/2020,45,340039,Iredell Health System,THPC
,,,,,,,,,,,,,,,11/15/2020,,100,Durham VA,DHPC
11,3,13,16,25,3,0,0,2,0,0,155,87,10,9,10/19/2020,68,340085,Novant Health - Thomasville MC,THPC
7,2,9,10,10,0,0,0,4,0,1,34,22,7,0,10/4/2020,12,340120,Vidant Duplin Hospital,EHPC
0,0,10,6,7,0,0,2,3,1,0,78,57,10,1,10/14/2020,21,340003,Northern Regional Hospital,THPC
41,14,22,34,37,1,0,0,0,0,3,147,64,8,3,10/26/2020,83,340017,Pardee Hospital,MAHPC
0,2,14,14,26,0,0,0,4,1,4,261,128,12,12,10/24/2020,133,340027,UNC Lenoir Hospital,EHPC
0,3,6,2,2,0,0,0,0,0,0,19,11,3,0,11/11/2020,8,341322,St. Lukes Hospital,MAHPC
4,5,8,6,6,5,0,1,0,0,0,53,26,3,0,11/9/2020,27,340115,FirstHealth Richmond Memorial Hospital,MCRHC
0,4,4,4,4,4,0,0,0,1,4,49,12,0,0,11/27/2020,37,340188,Cape Fear Valley Hoke Hospital,MCRHC
1,0,0,2,2,0,0,0,0,0,0,12,6,0,0,11/29/2020,6,341305,Swain Hospital,MAHPC
60,17,120,103,181,38,0,9,0,3,0,888,841,103,78,11/6/2020,47,340040,Vidant Medical Center,EHPC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11/16/2020,0,341316,Highlands Cashiers Hospital,MAHPC
16,0,9,8,13,26,0,3,0,2,0,104,93,9,5,11/28/2020,11,340008,Scotland Health Care System,MHPC
44,3,6,5,7,0,0,1,0,0,0,88,48,3,2,10/30/2020,40,340023,Park Ridge Health (Advent Health),MAHPC
53,1,17,27,43,26,0,3,1,3,6,260,128,16,16,11/20/2020,132,340010,Wayne UNC Health Care,EHPC
4,2,8,5,6,9,0,3,0,1,0,53,37,6,1,10/15/2020,16,340115,FirstHealth Richmond Memorial Hospital,MCRHC
59,1,10,34,39,4,0,0,1,0,0,246,172,9,5,10/7/2020,74,340171,Novant Health - Matthews,MHPC
18,0,14,30,38,19,0,8,25,1,5,176,130,14,8,11/18/2020,46,340130,Atrium Health - Union,MHPC
0,4,22,46,51,26,1,2,3,5,0,269,172,18,5,11/12/2020,97,340015,Novant Health - Rowan Medical Center,THPC
12,0,10,8,12,4,0,7,0,4,0,96,90,10,4,11/4/2020,6,340051,Watauga Medical Center,THPC
16,1,10,12,12,1,0,0,1,0,1,110,82,9,0,10/13/2020,28,340184,Haywood Hospital,MAHPC
0,0,1,4,4,3,0,0,1,1,0,25,20,1,0,10/23/2020,5,340087,McDowell Hospital,MAHPC
0,0,0,1,1,0,0,0,0,0,0,8,8,0,0,11/23/2020,0,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
-22,15,69,36,57,34,1,10,35,4,5,601,367,54,21,11/27/2020,234,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
0,0,0,1,1,0,0,0,0,0,0,8,5,0,0,10/12/2020,3,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
277,41,111,64,130,33,0,10,0,6,0,860,751,70,66,10/11/2020,109,340030,Duke University Hospital,DHPC
20,6,23,51,56,15,1,3,0,0,0,309,234,17,5,11/2/2020,75,340131,CarolinaEast Medical Center,EHPC
0,6,10,9,9,10,2,3,3,2,3,125,37,4,0,10/11/2020,88,340013,Rutherford Regional Hospital,MAHPC
0,0,1,3,4,3,0,0,1,0,1,25,22,1,1,10/7/2020,3,340087,McDowell Hospital,MAHPC
0,0,1,3,4,5,0,0,2,0,3,25,20,1,1,11/16/2020,5,340087,McDowell Hospital,MAHPC
24,1,8,28,29,3,0,1,10,0,7,126,104,7,1,11/14/2020,22,340166,Atrium Health - University,MHPC
0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,10/18/2020,4,341323,Cannon Hospital,MAHPC
18,2,6,5,7,3,0,1,0,1,0,18,15,4,2,11/27/2020,3,340133,Martin General Hospital,EHPC
64,3,15,20,25,7,0,2,1,4,1,177,137,12,5,11/7/2020,40,340073,Duke Raleigh Hospital,DHPC
1,0,0,2,2,0,0,0,0,0,0,12,1,0,0,11/19/2020,11,341305,Swain Hospital,MAHPC
0,4,4,4,4,6,0,0,2,1,5,49,18,0,0,11/24/2020,31,340188,Cape Fear Valley Hoke Hospital,MCRHC
48,3,17,27,36,14,0,4,0,3,4,268,201,14,9,10/17/2020,67,340155,Duke Regional Hospital,DHPC
0,0,0,2,2,0,0,0,1,0,1,15,5,0,0,10/31/2020,10,340084,Atrium Health - Anson,MHPC
56,5,8,10,10,6,0,4,2,1,0,67,26,3,0,11/25/2020,41,340024,Sampson Regional Medical Center,MCRHC
25,4,8,13,14,0,0,1,0,0,0,88,43,4,1,10/6/2020,45,340144,Davis Regional MC,THPC
6,0,0,10,10,0,0,0,5,0,2,59,36,0,0,11/18/2020,23,340037,Atrium Health - Kings Mountain,MHPC
10,2,7,17,18,2,0,0,0,1,0,77,36,5,1,10/2/2020,41,340190,Novant Health - Mint Hill,THPC
8,2,8,4,5,0,0,2,8,0,1,39,30,6,1,10/2/2020,9,340071,Harnett Health - Central Harnett Hospital,CapRAC
7,0,0,4,4,0,0,0,0,0,0,25,7,0,0,10/1/2020,18,341327,Dosher Memorial Hospital,SHPR
429,29,76,89,120,54,0,12,3,2,14,769,555,47,31,11/28/2020,214,340141,New Hanover Regional MC,SHPR
10,3,10,16,16,0,0,0,24,0,10,84,59,7,0,11/4/2020,25,340119,Atrium Health - Stanly,MHPC
0,6,10,8,9,10,0,1,4,1,4,125,43,4,1,10/7/2020,82,340013,Rutherford Regional Hospital,MAHPC
2,0,12,21,26,13,1,2,1,1,2,86,67,12,5,10/26/2020,19,340041,UNC- Caldwell Memorial Hospital,THPC
49,0,0,5,5,1,0,0,0,1,0,27,15,0,0,10/29/2020,12,341325,Ashe Memorial Hospital,THPC
18,1,14,33,39,9,0,5,18,1,7,176,108,13,6,11/1/2020,68,340130,Atrium Health - Union,MHPC
32,6,21,40,45,38,1,6,4,2,4,277,139,15,5,10/18/2020,138,340147,Nash Health Care System,EHPC
69,16,64,41,57,27,0,8,55,1,20,503,377,48,16,11/8/2020,126,340001,Atrium Health - Cabarrus,MHPC
9,50,181,111,134,18,1,5,3,1,9,458,338,131,23,11/2/2020,120,340114,UNC Rex Hospital,MCRHC
64,0,14,8,17,79,1,14,10,13,0,79,79,14,9,11/25/2020,0,340091,Women's Hospital,THPC
10,0,18,35,43,28,0,4,19,1,5,203,203,18,8,11/23/2020,0,340021,Atrium Health - Cleveland,MHPC
11,0,0,2,2,1,0,0,0,0,0,12,6,0,0,11/8/2020,6,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
20,2,16,5,14,27,0,3,0,0,0,138,134,14,9,11/21/2020,4,340126,Wilson Medical Center,EHPC
1,0,0,2,2,0,0,0,0,0,0,17,9,0,0,10/25/2020,8,341305,Swain Hospital,MAHPC
12,7,27,32,44,58,0,4,0,8,2,406,338,20,12,10/12/2020,68,340032,CaroMont Health,MHPC
49,1,8,19,22,9,0,2,0,2,0,264,149,7,3,11/19/2020,115,340183,Novant Health - Huntersville,MHPC
0,1,8,25,35,0,0,0,0,0,0,93,56,7,10,11/24/2020,37,342014,Highsmith-Rainey Specialty Hospital,MCRHC
44,8,14,8,9,6,0,1,0,1,0,163,86,6,1,10/2/2020,77,340151,Vidant - North,EHPC
49,1,8,18,22,12,0,1,1,5,1,264,148,7,4,11/14/2020,116,340183,Novant Health - Huntersville,MHPC
69,14,64,49,69,26,1,8,66,0,9,503,410,50,20,10/13/2020,93,340001,Atrium Health - Cabarrus,MHPC
25,2,8,14,14,2,0,1,0,1,0,88,48,6,0,10/13/2020,40,340144,Davis Regional MC,THPC
44,15,134,232,295,21,0,10,13,1,50,781,675,119,63,10/3/2020,106,340061,UNC Medical Center,MCRHC
,,,,,,,,,,,,,,,10/14/2020,,100,Durham VA,DHPC
69,14,64,46,66,50,3,10,27,1,4,503,404,50,20,11/27/2020,99,340001,Atrium Health - Cabarrus,MHPC
0,0,1,3,4,2,0,0,4,1,1,25,18,1,1,11/27/2020,7,340087,McDowell Hospital,MAHPC
1,0,0,2,2,0,0,0,0,0,0,17,8,0,0,10/12/2020,9,341305,Swain Hospital,MAHPC
10,0,8,9,9,0,0,1,0,0,0,84,75,8,0,11/27/2020,9,340099,Vidant Roanoke Chowan Hospital,EHPC
1,0,0,2,2,0,0,0,0,0,0,17,9,0,0,10/22/2020,8,341305,Swain Hospital,MAHPC
13,14,20,14,17,8,0,2,24,0,7,219,134,6,3,11/20/2020,85,340113,Atrium Health - Main,MHPC
0,4,25,19,27,23,0,5,3,1,0,295,180,21,8,11/30/2020,115,340050,Southeastern Regional Medical Center,DHPC
59,1,10,36,41,11,0,0,3,0,1,246,174,9,5,11/24/2020,72,340171,Novant Health - Matthews,MHPC
57,4,12,10,10,0,0,0,4,0,0,53,40,8,0,10/26/2020,13,340091,Cone Health Annie Penn Hospital,THPC
6,0,0,10,10,0,0,0,11,0,3,59,36,0,0,11/13/2020,23,340037,Atrium Health - Kings Mountain,MHPC
,,,,,,,,,,,,,,,11/9/2020,,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
49,1,8,19,22,16,0,3,1,3,1,264,138,7,3,11/23/2020,126,340183,Novant Health - Huntersville,MHPC
30,3,8,11,12,3,0,0,0,0,0,77,45,5,1,10/13/2020,32,340132,Maria Parham Medical Center,DHPC
35,2,16,16,26,38,1,6,2,9,1,200,148,14,10,11/24/2020,52,340143,Catawba Valley Medical Center,THPC
11,6,13,20,25,1,0,0,1,0,1,155,79,7,5,10/1/2020,76,340085,Novant Health - Thomasville MC,THPC
0,4,4,4,4,6,0,0,1,0,0,49,18,0,0,10/25/2020,31,340188,Cape Fear Valley Hoke Hospital,MCRHC
24,1,8,32,33,4,0,0,32,1,8,126,99,7,1,10/13/2020,27,340166,Atrium Health - University,MHPC
31,0,4,23,24,8,0,2,1,0,1,71,46,4,1,11/29/2020,25,340014,Novant Health - Forsyth MC,THPC
5,1,9,8,12,1,0,3,0,0,0,95,75,8,4,10/3/2020,20,340016,Harris Hosptial,MAHPC
23,0,8,8,9,2,0,1,0,2,0,60,60,8,1,11/26/2020,0,340107,Vidant Edgecombe Hospital,EHPC
72,0,8,5,6,9,1,3,0,1,0,53,51,8,1,10/22/2020,2,340020,Central Carolina Hospital,CapRAC
0,0,0,2,2,0,0,0,6,0,3,32,11,0,0,10/17/2020,21,341329,Blue Ridge Regional Hospital,MAHPC
51,1,16,12,16,2,0,5,3,2,3,154,136,15,4,10/21/2020,18,340039,Iredell Health System,THPC
23,4,27,10,22,21,0,6,3,3,1,286,176,23,12,11/20/2020,110,340004,WFBMC- High Point MC,THPC
32,8,21,38,45,24,0,6,0,1,7,277,120,13,7,11/4/2020,157,340147,Nash Health Care System,EHPC
0,8,38,11,27,43,0,10,1,8,0,331,319,30,16,10/28/2020,12,340115,FirstHealth Moore Regional Hospital,MCRHC
30,8,112,129,199,44,0,15,30,4,5,1037,747,104,70,10/7/2020,290,340014,Novant Health - Forsyth MC,THPC
15,12,74,36,57,26,0,4,36,6,8,613,449,62,21,11/17/2020,164,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
177,31,125,48,105,25,0,9,4,5,0,938,628,94,57,10/16/2020,310,340047,Wake Forest Baptist MC – Winston Campus,THPC
57,3,12,9,10,0,0,0,2,0,0,53,32,9,1,11/1/2020,21,340091,Cone Health Annie Penn Hospital,THPC
27,0,0,13,13,1,0,0,2,0,0,42,30,0,0,10/23/2020,12,340014,Novant Health - Forsyth MC,THPC
30,2,8,10,12,6,0,1,0,1,0,77,50,6,2,11/15/2020,27,340132,Maria Parham Medical Center,DHPC
29,3,8,15,15,7,0,0,0,0,0,81,44,5,0,10/4/2020,37,340097,Hugh Chatham Memorial Hospital,THPC
48,1,17,30,36,15,0,3,0,4,4,277,207,16,6,10/24/2020,70,340155,Duke Regional Hospital,DHPC
,,,,,,,,,,,,,,,11/5/2020,,101,Naval Medical Center Camp Lejeune,SHPR
5,2,3,11,11,0,0,0,0,0,0,58,44,1,0,10/25/2020,14,340123,Randolph Hospital,THPC
0,0,0,2,2,2,0,0,0,0,0,15,8,0,0,11/7/2020,7,340084,Atrium Health - Anson,MHPC
59,0,10,32,41,11,1,0,8,0,1,246,154,10,9,11/22/2020,92,340171,Novant Health - Matthews,MHPC
8,2,8,5,5,2,0,2,2,0,1,36,33,6,0,11/17/2020,3,340071,Harnett Health - Central Harnett Hospital,CapRAC
30,5,112,138,199,44,0,15,13,5,2,1037,754,107,61,10/10/2020,283,340014,Novant Health - Forsyth MC,THPC
37,5,12,12,14,0,0,0,3,2,4,142,131,7,2,10/12/2020,11,340042,Onslow Memorial Hospital,EHPC
48,1,21,22,36,20,0,4,0,3,3,273,230,20,14,10/15/2020,43,340155,Duke Regional Hospital,DHPC
,,,,,,,,,,,,,,,10/20/2020,,101,Naval Medical Center Camp Lejeune,SHPR
,,,,,,,,,,,,,,,11/26/2020,,340023,Park Ridge Health (Advent Health),MAHPC
0,0,0,2,2,0,0,0,0,0,0,6,2,0,0,11/11/2020,4,341320,Alleghany Memorial Hospital,THPC
69,12,64,51,69,35,0,11,59,3,15,503,417,52,18,10/19/2020,86,340001,Atrium Health - Cabarrus,MHPC
49,0,8,19,22,19,0,2,1,4,0,264,150,8,3,11/9/2020,114,340183,Novant Health - Huntersville,MHPC
16,0,8,12,13,17,0,4,0,2,0,104,77,8,1,10/13/2020,27,340008,Scotland Health Care System,MHPC
37,2,12,9,14,0,0,0,9,0,3,142,140,10,5,11/15/2020,2,340042,Onslow Memorial Hospital,EHPC
44,9,14,8,9,2,0,0,0,0,0,163,84,5,1,10/7/2020,79,340151,Vidant - North,EHPC
57,3,12,9,10,0,0,0,6,0,0,53,44,9,1,10/28/2020,9,340091,Cone Health Annie Penn Hospital,THPC
54,1,8,5,5,0,0,2,0,0,1,107,106,7,0,11/16/2020,1,340060,UNC Rockingham Hospital,THPC
11,0,0,2,2,0,0,0,0,0,0,12,3,0,0,10/4/2020,9,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
37,7,12,10,14,0,0,0,7,0,3,142,135,5,4,10/30/2020,7,340042,Onslow Memorial Hospital,EHPC
0,4,14,19,26,0,1,4,2,0,4,261,103,10,7,10/9/2020,158,340027,UNC Lenoir Hospital,EHPC
18,9,20,20,22,7,0,0,5,1,2,220,112,11,2,10/19/2020,108,340070,Alamance Regional Medical Center,MCRHC
18,2,30,36,48,35,0,8,40,4,10,281,233,28,12,11/2/2020,48,340098,Atrium Health - Pineville,MHPC
44,3,6,6,7,0,0,0,0,0,0,88,38,3,1,11/30/2020,50,340023,Park Ridge Health (Advent Health),MAHPC
8,0,0,5,5,0,0,0,0,0,0,17,17,0,0,10/1/2020,0,341324,The Outer Banks Hospital,EHPC
53,4,17,27,43,33,2,3,3,5,8,260,144,13,16,11/24/2020,116,340010,Wayne UNC Health Care,EHPC
0,0,0,2,2,0,0,0,3,0,2,15,4,0,0,11/11/2020,11,340084,Atrium Health - Anson,MHPC
16,0,0,3,3,0,0,0,0,0,0,55,28,0,0,10/6/2020,27,340069,Wake Medical Center,CapRAC
44,3,6,6,7,0,0,2,0,0,0,88,51,3,1,11/12/2020,37,340023,Park Ridge Health (Advent Health),MAHPC
8,0,0,5,5,0,0,0,2,0,0,17,9,0,0,11/18/2020,8,341324,The Outer Banks Hospital,EHPC
0,5,25,21,27,25,0,5,9,6,0,295,187,20,6,11/19/2020,108,340050,Southeastern Regional Medical Center,DHPC
41,12,22,36,37,7,0,1,1,1,6,147,77,10,1,11/19/2020,70,340017,Pardee Hospital,MAHPC
27,0,0,13,13,1,0,0,0,0,0,42,29,0,0,10/15/2020,13,340014,Novant Health - Forsyth MC,THPC
281,10,48,109,191,30,3,4,7,7,1,795,640,38,82,11/2/2020,155,340053,Novant Health - Presbyterian,MHPC
10,0,8,9,9,1,0,2,0,1,0,78,63,8,0,10/11/2020,15,340099,Vidant Roanoke Chowan Hospital,EHPC
136,7,76,99,123,63,0,21,1,1,6,568,498,69,24,11/17/2020,70,340069,Wake Medical Center,CapRAC
0,0,0,1,1,0,0,0,1,0,0,8,4,0,0,10/27/2020,4,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
11,3,13,24,25,6,0,2,1,0,0,155,80,10,1,11/7/2020,75,340085,Novant Health - Thomasville MC,THPC
143,5,65,31,52,44,1,6,4,3,20,618,485,60,21,10/11/2020,133,340028,Cape Fear Valley Medical Center,MCRHC
0,4,25,27,27,31,0,5,0,5,1,295,149,21,0,10/11/2020,146,340050,Southeastern Regional Medical Center,DHPC
65,4,12,16,17,9,0,3,1,0,1,170,148,8,1,10/10/2020,22,340173,Wake Medical Center Cary,CapRAC
37,2,12,7,14,4,0,5,8,2,4,142,140,10,7,11/27/2020,2,340042,Onslow Memorial Hospital,EHPC
0,0,0,0,0,0,0,0,0,0,0,40,19,0,0,10/14/2020,21,340187,WFBMC- Davie MC,THPC
0,2,14,18,26,4,0,0,0,4,0,261,139,12,8,11/20/2020,122,340027,UNC Lenoir Hospital,EHPC
12,0,4,2,4,7,0,4,0,1,0,29,21,4,2,10/18/2020,8,341318,Vidant Chowan Hospital,EHPC
60,16,120,99,181,30,0,9,0,5,0,888,818,104,82,11/7/2020,70,340040,Vidant Medical Center,EHPC
0,0,0,2,2,0,0,0,4,0,1,15,8,0,0,10/12/2020,7,340084,Atrium Health - Anson,MHPC
,,,,,,,,,,,,,,,10/29/2020,,102,Womack Army Medical Center,MCRHC
58,5,19,5,9,17,1,17,0,0,0,84,62,14,4,11/26/2020,22,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
8,3,8,5,5,3,0,1,2,1,1,39,31,5,0,11/18/2020,8,340071,Harnett Health - Central Harnett Hospital,CapRAC
8,0,0,5,5,0,0,0,1,0,0,17,11,0,0,10/7/2020,6,341324,The Outer Banks Hospital,EHPC
32,36,181,119,134,30,1,10,2,4,11,459,346,145,15,11/19/2020,113,340114,UNC Rex Hospital,MCRHC
7,0,0,4,4,0,0,0,0,0,1,18,10,0,0,11/22/2020,8,341307,Pender Memorial Hospital,SHPR
0,0,0,15,15,0,0,0,0,0,0,38,15,0,0,11/3/2020,23,340148,Novant Health - Medical Park Hospital,THPC
13,0,0,0,0,0,0,0,1,0,1,18,0,0,0,10/23/2020,18,340156,Cherokee Indian Hospital,MAHPC
20,4,6,3,4,0,0,1,2,0,0,18,12,2,1,11/12/2020,6,340159,Person Memorial Hospital,DHPC
13,11,20,29,29,6,0,1,31,1,10,219,129,9,0,11/15/2020,90,340113,Atrium Health - Main,MHPC
1,0,0,2,2,0,0,0,0,0,0,12,2,0,0,11/17/2020,10,341305,Swain Hospital,MAHPC
16,1,4,6,6,4,0,1,0,0,1,20,15,3,0,11/23/2020,5,341311,UNC Chatham Hospital,MCRHC
0,2,8,24,35,0,0,0,0,0,0,93,55,6,11,11/23/2020,38,342014,Highsmith-Rainey Specialty Hospital,MCRHC
13,13,20,23,29,0,0,0,30,0,9,219,126,7,6,10/1/2020,93,340113,Atrium Health - Main,MHPC
32,7,21,41,45,40,0,9,0,4,5,277,135,14,4,10/19/2020,142,340147,Nash Health Care System,EHPC
83,0,7,13,17,60,1,8,10,9,1,60,60,7,4,10/24/2020,0,340091,Women's Hospital,THPC
45,29,135,256,295,48,0,20,0,2,7,779,649,106,39,11/15/2020,130,340061,UNC Medical Center,MCRHC
0,7,25,17,27,18,0,3,10,2,0,295,180,18,10,11/23/2020,115,340050,Southeastern Regional Medical Center,DHPC
0,0,0,1,1,0,0,0,0,0,0,8,6,0,0,10/22/2020,2,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
27,0,0,13,13,1,0,0,0,0,0,42,38,0,0,10/20/2020,4,340014,Novant Health - Forsyth MC,THPC
29,2,5,26,26,9,0,0,1,1,1,114,74,3,0,10/6/2020,40,340158,Novant Health - Brunswick MC,SHPR
32,8,21,39,45,29,0,3,0,4,6,277,137,13,6,11/17/2020,140,340147,Nash Health Care System,EHPC
59,1,10,38,41,20,0,1,5,2,1,246,165,9,3,11/30/2020,81,340171,Novant Health - Matthews,MHPC
429,32,62,92,120,25,0,7,6,4,25,764,575,30,28,10/27/2020,189,340141,New Hanover Regional MC,SHPR
36,3,10,17,18,8,1,2,20,1,10,113,60,7,1,10/4/2020,53,340145,Atrium Health - Lincoln,MHPC
20,5,6,3,4,1,0,1,0,0,0,18,2,1,1,11/27/2020,16,340159,Person Memorial Hospital,DHPC
0,4,4,4,4,0,0,0,4,0,0,49,17,0,0,10/5/2020,32,340188,Cape Fear Valley Hoke Hospital,MCRHC
44,9,121,108,188,57,0,14,78,5,30,871,782,112,80,11/10/2020,89,340113,Atrium Health - Main,MHPC
37,2,12,9,14,0,0,0,8,1,4,142,140,10,5,11/11/2020,2,340042,Onslow Memorial Hospital,EHPC
16,0,0,3,3,5,0,0,0,0,0,55,41,0,0,11/22/2020,14,340069,Wake Medical Center,CapRAC
14,0,8,17,18,3,0,0,0,0,0,52,48,8,1,11/12/2020,4,340186,Vidant Beaufort Hospital,EHPC
10,4,10,10,12,1,0,1,0,1,0,89,65,6,2,10/25/2020,24,340142,Carteret General Hospital,EHPC
13,13,20,28,29,0,0,0,25,0,4,219,126,7,1,10/30/2020,93,340113,Atrium Health - Main,MHPC
0,0,0,1,1,0,0,0,0,0,0,14,7,0,0,10/5/2020,7,341317,LifeBright Community Hospital of Stokes,THPC
4,1,8,6,6,9,0,3,0,0,0,53,38,7,0,10/10/2020,15,340115,FirstHealth Richmond Memorial Hospital,MCRHC
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,10/12/2020,12,341327,Dosher Memorial Hospital,SHPR
30,1,112,135,199,61,4,23,27,6,2,1037,765,111,64,10/23/2020,272,340014,Novant Health - Forsyth MC,THPC
57,2,12,10,10,0,0,0,4,0,1,53,42,10,0,10/23/2020,11,340091,Cone Health Annie Penn Hospital,THPC
0,0,10,4,7,0,0,2,6,0,2,78,47,10,3,10/9/2020,31,340003,Northern Regional Hospital,THPC
,,,,,,,,,,,,,,,10/30/2020,,341327,Dosher Memorial Hospital,SHPR
,,,,,,,,,,,,,,,10/22/2020,,100,Durham VA,DHPC
29,3,5,26,26,11,0,1,3,3,1,114,72,2,0,10/5/2020,42,340158,Novant Health - Brunswick MC,SHPR
143,4,65,24,52,37,0,7,4,4,12,628,509,61,28,10/25/2020,119,340028,Cape Fear Valley Medical Center,MCRHC
0,3,6,2,2,2,0,1,0,1,0,25,16,3,0,10/1/2020,9,341322,St. Lukes Hospital,MAHPC
136,9,76,101,123,54,1,17,3,1,4,520,471,67,22,11/12/2020,49,340069,Wake Medical Center,CapRAC
40,4,10,14,16,5,0,1,4,1,3,98,61,6,2,11/5/2020,37,340109,Sentara Albemarle Medical Center,EHPC
5,0,0,0,1,0,0,0,0,0,0,12,8,0,1,10/24/2020,4,341314,Washington Regional Medical Center,EHPC
12,3,6,11,12,0,0,0,3,3,1,68,55,3,1,10/16/2020,13,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
41,15,22,36,37,4,0,1,4,0,3,147,71,7,1,11/9/2020,76,340017,Pardee Hospital,MAHPC
0,0,0,2,2,1,1,0,4,0,1,32,8,0,0,11/2/2020,24,341329,Blue Ridge Regional Hospital,MAHPC
12,5,12,11,11,2,0,3,2,0,2,97,21,7,0,11/29/2020,76,340129,Lake Norman Regional Medical Center,MHPC
58,6,19,9,9,9,0,9,0,5,0,87,58,13,0,11/6/2020,29,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
12,0,6,7,12,0,0,4,1,1,0,70,55,6,5,11/10/2020,15,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
30,2,8,10,12,6,0,2,0,0,0,77,55,6,2,11/11/2020,22,340132,Maria Parham Medical Center,DHPC
30,1,8,11,12,4,0,0,0,1,0,77,57,7,1,10/12/2020,20,340132,Maria Parham Medical Center,DHPC
,,,,,,,,,,,,,,,10/15/2020,,102,Womack Army Medical Center,MCRHC
27,0,0,13,13,1,0,0,0,0,0,42,26,0,0,10/19/2020,16,340014,Novant Health - Forsyth MC,THPC
0,2,8,24,35,0,0,0,0,0,0,93,56,6,11,10/23/2020,37,342014,Highsmith-Rainey Specialty Hospital,MCRHC
20,2,16,10,14,31,0,7,0,0,0,138,133,14,4,11/8/2020,5,340126,Wilson Medical Center,EHPC
63,3,17,27,43,23,0,2,0,3,4,250,104,14,16,11/15/2020,146,340010,Wayne UNC Health Care,EHPC
15,3,3,4,4,4,1,3,0,1,0,31,17,0,0,11/7/2020,14,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
12,1,12,8,11,1,0,1,0,2,0,97,65,11,3,10/21/2020,32,340129,Lake Norman Regional Medical Center,MHPC
0,4,4,3,3,2,0,0,1,0,0,27,21,0,0,10/16/2020,6,341315,Cape Fear Valley Bladen Hospital,SHPR
,,,,,,,,,,,,,,,11/17/2020,,100,Durham VA,DHPC
0,6,10,7,9,9,0,2,10,3,10,125,43,4,2,10/18/2020,82,340013,Rutherford Regional Hospital,MAHPC
25,1,8,13,14,3,0,3,0,0,0,88,61,7,1,11/16/2020,27,340144,Davis Regional MC,THPC
0,0,0,2,2,0,0,0,0,0,0,6,3,0,0,11/28/2020,3,341320,Alleghany Memorial Hospital,THPC
0,13,38,18,27,35,0,6,0,0,0,331,286,25,9,11/19/2020,45,340115,FirstHealth Moore Regional Hospital,MCRHC
57,5,12,10,10,3,0,0,3,1,1,53,31,7,0,10/11/2020,22,340091,Cone Health Annie Penn Hospital,THPC
0,8,10,8,9,2,2,1,11,2,11,125,48,2,1,10/6/2020,77,340013,Rutherford Regional Hospital,MAHPC
20,17,74,34,57,17,1,0,36,6,4,608,432,57,23,10/27/2020,176,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
54,2,8,5,5,1,0,0,3,1,5,107,105,6,0,11/6/2020,2,340060,UNC Rockingham Hospital,THPC
0,0,10,7,7,10,0,5,2,0,1,78,56,10,0,11/12/2020,22,340003,Northern Regional Hospital,THPC
0,0,0,0,0,0,0,0,0,0,0,46,24,0,0,11/23/2020,22,340187,WFBMC- Davie MC,THPC
0,12,25,27,27,27,0,4,1,5,2,295,177,13,0,11/5/2020,118,340050,Southeastern Regional Medical Center,DHPC
44,25,134,240,295,25,0,12,18,2,40,779,626,109,55,10/5/2020,153,340061,UNC Medical Center,MCRHC
64,1,15,19,25,1,0,1,0,0,0,184,146,14,6,10/9/2020,38,340073,Duke Raleigh Hospital,DHPC
