Number of Additional Surge Beds Being Planned,Empty Adult ICU Beds,Adult ICU Staffed Bed Capacity,Number of Ventilators Available,Number of Ventilators in Hospital,Number of COVID-19 Positive Patients In Hospital,Number of Fatalities related to COVID-19 in past 24 hours,Number of COVID-19 Positive Adults in ICU,Number of ALL Patients Under Investigation for COVID-19 In Hospital,Number of new patients admitted to an inpatient bed who had confirmed COVID-19 at the time of admission in the past 24 hours,Number of new patients admitted to an inpatient bed who had suspected COVID-19 at the time of admission in the past 24 hours,Staffed Inpatient Capacity (all bed types),Inpatient Census (all bed types),Adult ICU Census,Number of Ventilators In Use,Date,Empty Inpatient Beds (all types),cms_number,hospital,Coalition
65,3,12,15,17,7,0,3,1,0,2,170,148,9,2,10/5/2020,22,340173,Wake Medical Center Cary,CapRAC
18,2,6,5,7,3,0,2,0,2,2,18,13,4,2,10/4/2020,5,340133,Martin General Hospital,EHPC
20,3,16,8,16,28,0,8,0,0,0,138,135,13,8,10/27/2020,3,340126,Wilson Medical Center,EHPC
281,7,48,100,187,30,0,3,11,5,1,827,631,41,87,10/18/2020,196,340053,Novant Health - Presbyterian,MHPC
11,0,0,2,2,1,0,0,0,0,0,12,8,0,0,10/20/2020,4,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
12,0,0,2,2,0,0,0,0,0,0,6,6,0,0,10/2/2020,0,341304,Vidant Bertie Hospital,EHPC
26,7,10,16,16,0,0,1,3,0,3,110,62,3,0,10/27/2020,48,340109,Sentara Albemarle Medical Center,EHPC
12,3,6,12,12,0,0,2,4,1,0,68,48,3,0,10/26/2020,20,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
11,3,13,20,25,3,0,0,1,1,0,155,76,10,5,10/11/2020,79,340085,Novant Health - Thomasville MC,THPC
10,0,8,9,9,0,0,1,0,0,0,78,61,8,0,10/7/2020,17,340099,Vidant Roanoke Chowan Hospital,EHPC
88,0,6,15,17,56,0,6,1,11,0,55,55,6,2,10/8/2020,0,340091,Women's Hospital,THPC
10,6,10,12,12,5,0,1,0,1,0,89,63,4,0,10/1/2020,26,340142,Carteret General Hospital,EHPC
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,10/3/2020,12,341327,Dosher Memorial Hospital,SHPR
12,0,6,11,12,0,0,0,5,1,2,64,51,6,1,10/11/2020,13,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
29,1,5,26,26,16,0,2,2,2,0,114,84,4,0,10/12/2020,30,340158,Novant Health - Brunswick MC,SHPR
12,0,0,2,2,0,0,0,0,0,0,6,5,0,0,10/26/2020,1,341304,Vidant Bertie Hospital,EHPC
7,1,9,9,10,2,0,1,4,0,1,34,33,8,1,10/23/2020,1,340120,Vidant Duplin Hospital,EHPC
63,2,17,25,43,21,2,0,0,2,0,250,125,15,18,10/16/2020,125,340010,Wayne UNC Health Care,EHPC
27,0,0,13,13,1,0,0,0,0,0,42,37,0,0,10/2/2020,5,340014,Novant Health - Forsyth MC,THPC
18,3,6,5,7,5,0,2,0,1,0,18,15,3,2,10/22/2020,3,340133,Martin General Hospital,EHPC
27,0,0,13,13,1,0,0,2,0,0,42,37,0,0,10/4/2020,5,340014,Novant Health - Forsyth MC,THPC
7,0,0,4,4,0,0,0,0,0,0,25,7,0,0,10/7/2020,18,341327,Dosher Memorial Hospital,SHPR
0,3,14,17,26,2,1,0,1,2,1,261,121,11,9,10/30/2020,140,340027,UNC Lenoir Hospital,EHPC
41,14,22,34,37,1,0,0,0,0,0,148,73,8,3,10/23/2020,75,340017,Pardee Hospital,MAHPC
0,9,18,0,7,2,0,1,1,2,0,113,48,9,7,10/30/2020,65,340096,WFBMC - Lexington MC,THPC
11,6,13,20,25,5,0,0,1,1,0,155,72,7,5,10/23/2020,83,340085,Novant Health - Thomasville MC,THPC
49,0,8,21,21,7,0,1,1,1,1,264,146,8,0,10/3/2020,118,340183,Novant Health - Huntersville,MHPC
30,5,112,134,199,41,0,19,19,6,2,1037,788,107,65,10/13/2020,249,340014,Novant Health - Forsyth MC,THPC
22,0,6,15,17,7,0,0,5,0,4,69,63,6,2,10/13/2020,6,340068,Columbus Regional Healthcare System,SHPR
0,4,4,4,4,5,0,0,0,1,2,49,10,0,0,10/28/2020,39,340188,Cape Fear Valley Hoke Hospital,MCRHC
49,0,0,7,7,0,0,0,0,0,0,27,17,0,0,10/22/2020,10,341325,Ashe Memorial Hospital,THPC
10,37,181,117,134,11,0,4,1,2,6,459,318,144,17,10/18/2020,141,340114,UNC Rex Hospital,MCRHC
5,1,9,8,12,0,0,3,0,0,0,95,74,8,4,10/5/2020,21,340016,Harris Hosptial,MAHPC
7,4,9,9,10,4,0,1,2,1,1,34,28,5,1,10/25/2020,6,340120,Vidant Duplin Hospital,EHPC
54,1,8,5,5,2,0,2,8,2,3,107,106,7,0,10/26/2020,1,340060,UNC Rockingham Hospital,THPC
12,2,6,11,12,0,0,0,4,0,3,68,51,4,1,10/13/2020,17,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
12,0,0,2,2,0,0,0,0,0,0,6,2,0,0,10/10/2020,4,341304,Vidant Bertie Hospital,EHPC
16,0,0,3,3,2,0,0,0,0,0,55,21,0,0,10/30/2020,34,340069,Wake Medical Center,CapRAC
30,2,112,136,199,52,2,22,25,11,2,1037,767,110,63,10/20/2020,270,340014,Novant Health - Forsyth MC,THPC
11,2,10,17,18,7,0,4,1,3,0,54,49,8,1,10/2/2020,5,340186,Vidant Beaufort Hospital,EHPC
0,0,0,15,15,0,0,0,0,0,0,38,11,0,0,10/11/2020,27,340148,Novant Health - Medical Park Hospital,THPC
23,0,8,4,9,17,0,3,0,0,0,60,56,8,5,10/31/2020,4,340107,Vidant Edgecombe Hospital,EHPC
11,16,74,40,57,18,1,1,36,3,7,617,454,58,17,10/30/2020,163,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
44,0,6,5,7,1,0,3,1,0,0,88,64,6,2,10/9/2020,24,340023,Park Ridge Health (Advent Health),MAHPC
0,26,91,51,91,23,1,6,20,1,38,717,577,65,40,10/5/2020,140,340002,Mission Health Hospital,MAHPC
60,24,120,75,160,66,0,14,0,6,0,888,799,96,85,10/11/2020,89,340040,Vidant Medical Center,EHPC
18,2,6,5,7,4,0,1,0,1,0,18,16,4,2,10/21/2020,2,340133,Martin General Hospital,EHPC
20,7,23,49,54,27,0,5,0,2,0,309,221,16,5,10/10/2020,88,340131,CarolinaEast Medical Center,EHPC
41,16,22,32,37,1,0,1,3,1,3,148,59,6,5,10/9/2020,89,340017,Pardee Hospital,MAHPC
26,5,10,0,0,0,0,1,2,0,0,110,72,5,0,10/18/2020,38,340109,Sentara Albemarle Medical Center,EHPC
20,4,16,6,13,26,0,4,0,0,0,138,130,12,7,10/6/2020,8,340126,Wilson Medical Center,EHPC
281,5,48,110,191,33,1,7,6,7,0,795,633,43,81,10/28/2020,162,340053,Novant Health - Presbyterian,MHPC
0,0,0,2,2,1,0,0,1,0,0,15,6,0,0,10/6/2020,9,340084,Atrium Health - Anson,MHPC
0,5,6,2,2,0,0,0,0,0,0,19,9,1,0,10/13/2020,10,341322,St. Lukes Hospital,MAHPC
16,0,0,3,3,1,0,0,0,0,2,55,37,0,0,10/7/2020,18,340069,Wake Medical Center,CapRAC
8,0,0,5,5,0,0,0,0,0,0,17,9,0,0,10/29/2020,8,341324,The Outer Banks Hospital,EHPC
11,0,0,2,2,0,0,0,0,0,0,12,3,0,0,10/28/2020,9,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
44,10,14,9,9,7,0,2,0,2,0,163,88,4,0,10/12/2020,75,340151,Vidant - North,EHPC
,,,,,,,,,,,,,,,10/4/2020,,100,Durham VA,DHPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,10/4/2020,18,340156,Cherokee Indian Hospital,MAHPC
10,4,10,13,16,7,0,0,16,0,11,84,52,6,3,10/13/2020,32,340119,Atrium Health - Stanly,MHPC
12,6,27,31,47,59,3,1,0,7,2,418,353,21,16,10/16/2020,65,340032,CaroMont Health,MHPC
12,2,27,29,47,45,3,4,2,3,3,406,336,25,18,10/26/2020,70,340032,CaroMont Health,MHPC
429,30,62,87,120,32,1,10,1,2,15,764,558,32,33,10/19/2020,206,340141,New Hanover Regional MC,SHPR
0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,10/14/2020,5,341323,Cannon Hospital,MAHPC
7,0,0,4,4,0,0,0,0,0,0,18,14,0,0,10/1/2020,4,341307,Pender Memorial Hospital,SHPR
24,0,8,28,33,1,0,0,11,0,2,126,94,8,5,10/3/2020,32,340166,Atrium Health - University,MHPC
0,0,0,2,2,0,0,0,5,0,1,15,5,0,0,10/8/2020,10,340084,Atrium Health - Anson,MHPC
2,0,12,21,26,15,0,3,0,2,5,86,65,12,5,10/27/2020,21,340041,UNC- Caldwell Memorial Hospital,THPC
8,3,8,4,5,0,0,2,2,1,1,32,29,5,1,10/6/2020,3,340071,Harnett Health - Central Harnett Hospital,CapRAC
16,0,0,3,3,1,0,0,0,0,3,55,41,0,0,10/17/2020,14,340069,Wake Medical Center,CapRAC
0,2,8,22,35,0,0,0,0,0,0,93,55,6,13,10/28/2020,38,342014,Highsmith-Rainey Specialty Hospital,MCRHC
44,8,121,101,188,47,1,13,80,4,18,871,784,113,87,10/28/2020,87,340113,Atrium Health - Main,MHPC
177,28,121,42,105,39,0,17,5,2,2,905,595,93,63,10/25/2020,310,340047,Wake Forest Baptist MC – Winston Campus,THPC
30,1,8,9,12,3,0,1,0,2,0,77,62,7,3,10/8/2020,15,340132,Maria Parham Medical Center,DHPC
69,11,64,53,69,29,0,9,53,1,17,503,417,53,16,10/15/2020,86,340001,Atrium Health - Cabarrus,MHPC
0,4,4,4,4,5,0,0,1,2,2,49,15,0,0,10/9/2020,34,340188,Cape Fear Valley Hoke Hospital,MCRHC
56,1,8,10,10,5,0,2,1,1,0,67,29,7,0,10/29/2020,38,340024,Sampson Regional Medical Center,MCRHC
16,0,4,6,6,1,0,0,0,1,0,20,13,4,0,10/31/2020,7,341311,UNC Chatham Hospital,MCRHC
12,4,27,26,47,46,1,6,0,5,12,406,360,23,21,10/23/2020,46,340032,CaroMont Health,MHPC
21,3,20,9,10,1,0,0,12,1,4,154,124,17,1,10/16/2020,30,340091,Cone Health Wesley Long Hospital,THPC
10,1,18,35,43,24,1,10,34,1,13,203,137,17,8,10/14/2020,66,340021,Atrium Health - Cleveland,MHPC
16,1,10,12,12,1,0,0,1,1,1,110,86,9,0,10/14/2020,24,340184,Haywood Hospital,MAHPC
16,0,4,6,6,1,0,1,0,0,1,20,14,4,0,10/25/2020,6,341311,UNC Chatham Hospital,MCRHC
72,0,8,5,6,8,0,3,0,0,0,53,52,8,1,10/21/2020,1,340020,Central Carolina Hospital,CapRAC
15,1,8,8,9,1,0,2,0,0,0,78,54,7,1,10/3/2020,24,340099,Vidant Roanoke Chowan Hospital,EHPC
,,,,,,,,,,,,,,,10/12/2020,,101,Naval Medical Center Camp Lejeune,SHPR
,,,,,,,,,,,,,,,10/31/2020,,101,Naval Medical Center Camp Lejeune,SHPR
143,4,65,25,52,31,0,4,4,1,14,627,493,61,27,10/19/2020,134,340028,Cape Fear Valley Medical Center,MCRHC
23,2,27,12,22,19,0,7,3,3,1,288,197,25,10,10/27/2020,91,340004,WFBMC- High Point MC,THPC
12,2,6,12,12,1,0,3,4,1,4,70,44,4,0,10/27/2020,26,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
0,0,0,0,0,0,0,0,0,0,0,39,19,0,0,10/2/2020,20,340187,WFBMC- Davie MC,THPC
11,3,13,16,25,3,0,0,2,0,0,155,87,10,9,10/19/2020,68,340085,Novant Health - Thomasville MC,THPC
7,2,9,10,10,0,0,0,4,0,1,34,22,7,0,10/4/2020,12,340120,Vidant Duplin Hospital,EHPC
0,0,10,6,7,0,0,2,3,1,0,78,57,10,1,10/14/2020,21,340003,Northern Regional Hospital,THPC
41,14,22,34,37,1,0,0,0,0,3,147,64,8,3,10/26/2020,83,340017,Pardee Hospital,MAHPC
0,2,14,14,26,0,0,0,4,1,4,261,128,12,12,10/24/2020,133,340027,UNC Lenoir Hospital,EHPC
44,3,6,5,7,0,0,1,0,0,0,88,48,3,2,10/30/2020,40,340023,Park Ridge Health (Advent Health),MAHPC
4,2,8,5,6,9,0,3,0,1,0,53,37,6,1,10/15/2020,16,340115,FirstHealth Richmond Memorial Hospital,MCRHC
59,1,10,34,39,4,0,0,1,0,0,246,172,9,5,10/7/2020,74,340171,Novant Health - Matthews,MHPC
16,1,10,12,12,1,0,0,1,0,1,110,82,9,0,10/13/2020,28,340184,Haywood Hospital,MAHPC
0,0,1,4,4,3,0,0,1,1,0,25,20,1,0,10/23/2020,5,340087,McDowell Hospital,MAHPC
0,0,0,1,1,0,0,0,0,0,0,8,5,0,0,10/12/2020,3,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
0,0,1,3,4,3,0,0,1,0,1,25,22,1,1,10/7/2020,3,340087,McDowell Hospital,MAHPC
277,41,111,64,130,33,0,10,0,6,0,860,751,70,66,10/11/2020,109,340030,Duke University Hospital,DHPC
0,6,10,9,9,10,2,3,3,2,3,125,37,4,0,10/11/2020,88,340013,Rutherford Regional Hospital,MAHPC
0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,10/18/2020,4,341323,Cannon Hospital,MAHPC
0,0,0,2,2,0,0,0,1,0,1,15,5,0,0,10/31/2020,10,340084,Atrium Health - Anson,MHPC
48,3,17,27,36,14,0,4,0,3,4,268,201,14,9,10/17/2020,67,340155,Duke Regional Hospital,DHPC
25,4,8,13,14,0,0,1,0,0,0,88,43,4,1,10/6/2020,45,340144,Davis Regional MC,THPC
10,2,7,17,18,2,0,0,0,1,0,77,36,5,1,10/2/2020,41,340190,Novant Health - Mint Hill,THPC
8,2,8,4,5,0,0,2,8,0,1,39,30,6,1,10/2/2020,9,340071,Harnett Health - Central Harnett Hospital,CapRAC
7,0,0,4,4,0,0,0,0,0,0,25,7,0,0,10/1/2020,18,341327,Dosher Memorial Hospital,SHPR
0,6,10,8,9,10,0,1,4,1,4,125,43,4,1,10/7/2020,82,340013,Rutherford Regional Hospital,MAHPC
2,0,12,21,26,13,1,2,1,1,2,86,67,12,5,10/26/2020,19,340041,UNC- Caldwell Memorial Hospital,THPC
49,0,0,5,5,1,0,0,0,0,0,27,15,0,0,10/29/2020,12,341325,Ashe Memorial Hospital,THPC
32,6,21,40,45,38,1,6,4,2,4,277,139,15,5,10/18/2020,138,340147,Nash Health Care System,EHPC
1,0,0,2,2,0,0,0,0,0,0,17,9,0,0,10/25/2020,8,341305,Swain Hospital,MAHPC
12,7,27,32,44,58,0,4,0,8,2,406,338,20,12,10/12/2020,68,340032,CaroMont Health,MHPC
44,8,14,8,9,6,0,1,0,1,0,163,86,6,1,10/2/2020,77,340151,Vidant - North,EHPC
69,14,64,49,69,26,1,8,66,0,9,503,410,50,20,10/13/2020,93,340001,Atrium Health - Cabarrus,MHPC
25,2,8,14,14,2,0,1,0,1,0,88,48,6,0,10/13/2020,40,340144,Davis Regional MC,THPC
1,0,0,2,2,0,0,0,0,0,0,17,8,0,0,10/12/2020,9,341305,Swain Hospital,MAHPC
44,15,134,232,295,21,0,10,13,1,50,781,675,119,63,10/3/2020,106,340061,UNC Medical Center,MCRHC
,,,,,,,,,,,,,,,10/14/2020,,100,Durham VA,DHPC
1,0,0,2,2,0,0,0,0,0,0,17,9,0,0,10/22/2020,8,341305,Swain Hospital,MAHPC
57,4,12,10,10,0,0,0,4,0,0,53,40,8,0,10/26/2020,13,340091,Cone Health Annie Penn Hospital,THPC
30,3,8,11,12,3,0,0,0,0,0,77,45,5,1,10/13/2020,32,340132,Maria Parham Medical Center,DHPC
11,6,13,20,25,1,0,0,1,0,1,155,79,7,5,10/1/2020,76,340085,Novant Health - Thomasville MC,THPC
0,4,4,4,4,6,0,0,1,0,0,49,18,0,0,10/25/2020,31,340188,Cape Fear Valley Hoke Hospital,MCRHC
24,1,8,32,33,4,0,0,32,1,8,126,99,7,1,10/13/2020,27,340166,Atrium Health - University,MHPC
5,1,9,8,12,1,0,3,0,0,0,95,75,8,4,10/3/2020,20,340016,Harris Hosptial,MAHPC
72,0,8,5,6,9,1,3,0,1,0,53,51,8,1,10/22/2020,2,340020,Central Carolina Hospital,CapRAC
0,0,0,2,2,0,0,0,6,0,3,32,11,0,0,10/17/2020,21,341329,Blue Ridge Regional Hospital,MAHPC
51,1,16,12,16,2,0,5,3,2,3,154,136,15,4,10/21/2020,18,340039,Iredell Health System,THPC
0,8,38,11,27,43,0,10,1,8,0,331,319,30,16,10/28/2020,12,340115,FirstHealth Moore Regional Hospital,MCRHC
30,8,112,129,199,44,0,15,30,4,5,1037,747,104,70,10/7/2020,290,340014,Novant Health - Forsyth MC,THPC
177,31,125,48,105,25,0,9,4,5,0,938,628,94,57,10/16/2020,310,340047,Wake Forest Baptist MC – Winston Campus,THPC
27,0,0,13,13,1,0,0,2,0,0,42,30,0,0,10/23/2020,12,340014,Novant Health - Forsyth MC,THPC
48,1,17,30,36,15,0,3,0,4,4,277,207,16,6,10/24/2020,70,340155,Duke Regional Hospital,DHPC
29,3,8,15,15,7,0,0,0,0,0,81,44,5,0,10/4/2020,37,340097,Hugh Chatham Memorial Hospital,THPC
5,2,3,11,11,0,0,0,0,0,0,58,44,1,0,10/25/2020,14,340123,Randolph Hospital,THPC
30,5,112,138,199,44,0,15,13,5,2,1037,754,107,61,10/10/2020,283,340014,Novant Health - Forsyth MC,THPC
48,1,21,22,36,20,0,4,0,3,3,273,230,20,14,10/15/2020,43,340155,Duke Regional Hospital,DHPC
37,5,12,12,14,0,0,0,3,2,4,142,131,7,2,10/12/2020,11,340042,Onslow Memorial Hospital,EHPC
,,,,,,,,,,,,,,,10/20/2020,,101,Naval Medical Center Camp Lejeune,SHPR
69,12,64,51,69,35,0,11,59,3,15,503,417,52,18,10/19/2020,86,340001,Atrium Health - Cabarrus,MHPC
16,0,8,12,13,17,0,4,0,2,0,104,77,8,1,10/13/2020,27,340008,Scotland Health Care System,MHPC
44,9,14,8,9,2,0,0,0,0,0,163,84,5,1,10/7/2020,79,340151,Vidant - North,EHPC
57,3,12,9,10,0,0,0,6,0,0,53,44,9,1,10/28/2020,9,340091,Cone Health Annie Penn Hospital,THPC
11,0,0,2,2,0,0,0,0,0,0,12,3,0,0,10/4/2020,9,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
37,7,12,10,14,0,0,0,7,0,3,142,135,5,4,10/30/2020,7,340042,Onslow Memorial Hospital,EHPC
0,4,14,19,26,0,1,4,2,0,4,261,103,10,7,10/9/2020,158,340027,UNC Lenoir Hospital,EHPC
18,9,20,20,22,7,0,0,5,1,2,220,112,11,2,10/19/2020,108,340070,Alamance Regional Medical Center,MCRHC
8,0,0,5,5,0,0,0,0,0,0,17,17,0,0,10/1/2020,0,341324,The Outer Banks Hospital,EHPC
16,0,0,3,3,0,0,0,0,0,0,55,28,0,0,10/6/2020,27,340069,Wake Medical Center,CapRAC
27,0,0,13,13,1,0,0,0,0,0,42,29,0,0,10/15/2020,13,340014,Novant Health - Forsyth MC,THPC
10,0,8,9,9,1,0,2,0,1,0,78,63,8,0,10/11/2020,15,340099,Vidant Roanoke Chowan Hospital,EHPC
0,0,0,1,1,0,0,0,1,0,0,8,4,0,0,10/27/2020,4,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
143,5,65,31,52,44,1,6,4,3,20,618,485,60,21,10/11/2020,133,340028,Cape Fear Valley Medical Center,MCRHC
0,4,25,27,27,31,0,5,0,5,1,295,149,21,0,10/11/2020,146,340050,Southeastern Regional Medical Center,DHPC
65,4,12,16,17,9,0,3,1,0,1,170,148,8,1,10/10/2020,22,340173,Wake Medical Center Cary,CapRAC
0,0,0,0,0,0,0,0,0,0,0,40,19,0,0,10/14/2020,21,340187,WFBMC- Davie MC,THPC
12,0,4,2,4,7,0,4,0,1,0,29,21,4,2,10/18/2020,8,341318,Vidant Chowan Hospital,EHPC
0,0,0,2,2,0,0,0,4,0,1,15,8,0,0,10/12/2020,7,340084,Atrium Health - Anson,MHPC
,,,,,,,,,,,,,,,10/29/2020,,102,Womack Army Medical Center,MCRHC
8,0,0,5,5,0,0,0,1,0,0,17,11,0,0,10/7/2020,6,341324,The Outer Banks Hospital,EHPC
13,0,0,0,0,0,0,0,1,0,1,18,0,0,0,10/23/2020,18,340156,Cherokee Indian Hospital,MAHPC
32,7,21,41,45,40,0,9,0,4,5,277,135,14,4,10/19/2020,142,340147,Nash Health Care System,EHPC
13,13,20,23,29,0,0,0,30,0,9,219,126,7,6,10/1/2020,93,340113,Atrium Health - Main,MHPC
83,0,7,13,17,60,1,8,10,9,1,60,60,7,4,10/24/2020,0,340091,Women's Hospital,THPC
0,0,0,1,1,0,0,0,0,0,0,8,6,0,0,10/22/2020,2,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
27,0,0,13,13,1,0,0,0,0,0,42,38,0,0,10/20/2020,4,340014,Novant Health - Forsyth MC,THPC
29,2,5,26,26,9,0,0,1,1,1,114,74,3,0,10/6/2020,40,340158,Novant Health - Brunswick MC,SHPR
429,32,62,92,120,25,0,7,6,4,25,764,575,30,28,10/27/2020,189,340141,New Hanover Regional MC,SHPR
36,3,10,17,18,8,1,2,20,1,10,113,60,7,1,10/4/2020,53,340145,Atrium Health - Lincoln,MHPC
0,4,4,4,4,0,0,0,4,0,0,49,17,0,0,10/5/2020,32,340188,Cape Fear Valley Hoke Hospital,MCRHC
10,4,10,10,12,1,0,1,0,1,0,89,65,6,2,10/25/2020,24,340142,Carteret General Hospital,EHPC
13,13,20,28,29,0,0,0,25,0,4,219,126,7,1,10/30/2020,93,340113,Atrium Health - Main,MHPC
4,1,8,6,6,9,0,3,0,0,0,53,38,7,0,10/10/2020,15,340115,FirstHealth Richmond Memorial Hospital,MCRHC
0,0,0,1,1,0,0,0,0,0,0,14,7,0,0,10/5/2020,7,341317,LifeBright Community Hospital of Stokes,THPC
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,10/12/2020,12,341327,Dosher Memorial Hospital,SHPR
30,1,112,135,199,61,4,23,27,6,2,1037,765,111,64,10/23/2020,272,340014,Novant Health - Forsyth MC,THPC
57,2,12,10,10,0,0,0,4,0,1,53,42,10,0,10/23/2020,11,340091,Cone Health Annie Penn Hospital,THPC
,,,,,,,,,,,,,,,10/30/2020,,341327,Dosher Memorial Hospital,SHPR
0,0,10,4,7,0,0,2,6,0,2,78,47,10,3,10/9/2020,31,340003,Northern Regional Hospital,THPC
,,,,,,,,,,,,,,,10/22/2020,,100,Durham VA,DHPC
143,4,65,24,52,37,0,7,4,4,12,628,509,61,28,10/25/2020,119,340028,Cape Fear Valley Medical Center,MCRHC
29,3,5,26,26,11,0,1,3,3,1,114,72,2,0,10/5/2020,42,340158,Novant Health - Brunswick MC,SHPR
0,3,6,2,2,2,0,1,0,1,0,25,16,3,0,10/1/2020,9,341322,St. Lukes Hospital,MAHPC
5,0,0,0,1,0,0,0,0,0,0,12,8,0,1,10/24/2020,4,341314,Washington Regional Medical Center,EHPC
12,3,6,11,12,0,0,0,3,3,1,68,55,3,1,10/16/2020,13,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
30,1,8,11,12,4,0,0,0,1,0,77,57,7,1,10/12/2020,20,340132,Maria Parham Medical Center,DHPC
27,0,0,13,13,1,0,0,0,0,0,42,26,0,0,10/19/2020,16,340014,Novant Health - Forsyth MC,THPC
,,,,,,,,,,,,,,,10/15/2020,,102,Womack Army Medical Center,MCRHC
0,2,8,24,35,0,0,0,0,0,0,93,56,6,11,10/23/2020,37,342014,Highsmith-Rainey Specialty Hospital,MCRHC
12,1,12,8,11,1,0,1,0,2,0,97,65,11,3,10/21/2020,32,340129,Lake Norman Regional Medical Center,MHPC
0,4,4,3,3,2,0,0,1,0,0,27,21,0,0,10/16/2020,6,341315,Cape Fear Valley Bladen Hospital,SHPR
0,6,10,7,9,9,0,2,10,3,10,125,43,4,2,10/18/2020,82,340013,Rutherford Regional Hospital,MAHPC
20,17,74,34,57,17,1,0,36,6,4,608,432,57,23,10/27/2020,176,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
57,5,12,10,10,3,0,0,3,1,1,53,31,7,0,10/11/2020,22,340091,Cone Health Annie Penn Hospital,THPC
0,8,10,8,9,2,2,1,11,2,11,125,48,2,1,10/6/2020,77,340013,Rutherford Regional Hospital,MAHPC
44,25,134,240,295,25,0,12,18,2,40,779,626,109,55,10/5/2020,153,340061,UNC Medical Center,MCRHC
64,1,15,19,25,1,0,1,0,0,0,184,146,14,6,10/9/2020,38,340073,Duke Raleigh Hospital,DHPC
25,6,24,15,24,14,0,9,0,0,0,204,151,18,9,10/23/2020,53,340116,Frye Regional MC,THPC
59,1,10,32,40,9,0,2,6,4,1,246,165,9,8,10/24/2020,81,340171,Novant Health - Matthews,MHPC
63,2,17,31,43,14,0,0,2,1,1,249,146,15,12,10/3/2020,103,340010,Wayne UNC Health Care,EHPC
13,12,20,28,29,1,0,0,22,0,8,219,145,8,1,10/22/2020,74,340113,Atrium Health - Main,MHPC
12,1,4,4,4,7,0,3,0,2,0,29,19,3,0,10/9/2020,10,341318,Vidant Chowan Hospital,EHPC
69,19,64,57,67,31,0,9,57,2,21,503,377,45,10,10/4/2020,126,340001,Atrium Health - Cabarrus,MHPC
13,0,0,0,0,0,0,0,1,0,0,18,0,0,0,10/25/2020,18,340156,Cherokee Indian Hospital,MAHPC
44,6,14,6,9,10,0,1,0,3,0,163,99,8,3,10/29/2020,64,340151,Vidant - North,EHPC
87,0,7,13,17,56,0,7,1,13,0,56,56,7,4,10/13/2020,0,340091,Women's Hospital,THPC
0,0,0,0,0,0,0,0,0,0,0,41,19,0,0,10/22/2020,22,340187,WFBMC- Davie MC,THPC
29,12,66,43,57,19,1,2,39,6,15,599,414,54,14,10/18/2020,185,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
30,9,112,150,199,41,2,14,23,1,3,1037,741,103,49,10/1/2020,296,340014,Novant Health - Forsyth MC,THPC
26,3,10,0,0,0,0,2,1,0,0,110,63,7,0,10/10/2020,47,340109,Sentara Albemarle Medical Center,EHPC
,,,,,,,,,,,,,,,10/7/2020,,100,Durham VA,DHPC
41,10,22,33,37,5,0,2,5,2,4,148,78,12,4,10/13/2020,70,340017,Pardee Hospital,MAHPC
59,1,10,30,40,5,0,0,5,2,4,246,168,9,10,10/11/2020,78,340171,Novant Health - Matthews,MHPC
63,0,0,11,11,0,0,0,0,0,0,25,20,0,0,10/3/2020,5,341325,Ashe Memorial Hospital,THPC
0,30,91,65,91,29,1,4,29,5,27,712,522,61,26,10/11/2020,190,340002,Mission Health Hospital,MAHPC
10,5,6,8,8,0,0,0,0,0,0,48,33,1,0,10/27/2020,15,340127,Granville Health System,DHPC
0,0,0,2,2,2,0,0,3,0,1,15,8,0,0,10/2/2020,7,340084,Atrium Health - Anson,MHPC
0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,10/23/2020,0,341316,Highlands Cashiers Hospital,MAHPC
18,7,20,21,22,5,0,1,6,2,2,220,124,13,1,10/17/2020,96,340070,Alamance Regional Medical Center,MCRHC
12,3,27,26,47,60,0,0,0,4,2,433,351,24,21,10/17/2020,82,340032,CaroMont Health,MHPC
12,5,27,28,39,37,2,3,2,6,2,406,358,22,11,10/8/2020,48,340032,CaroMont Health,MHPC
0,4,4,4,4,2,0,0,0,0,0,49,16,0,0,10/20/2020,33,340188,Cape Fear Valley Hoke Hospital,MCRHC
30,18,66,43,57,19,0,3,39,2,4,598,420,48,14,10/19/2020,178,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
