Number of Additional Surge Beds Being Planned,Empty Adult ICU Beds,Adult ICU Staffed Bed Capacity,Number of Ventilators Available,Number of Ventilators in Hospital,Number of COVID-19 Positive Patients In Hospital,Number of Fatalities related to COVID-19 in past 24 hours,Number of COVID-19 Positive Adults in ICU,Number of ALL Patients Under Investigation for COVID-19 In Hospital,Number of new patients admitted to an inpatient bed who had confirmed COVID-19 at the time of admission in the past 24 hours,Number of new patients admitted to an inpatient bed who had suspected COVID-19 at the time of admission in the past 24 hours,Staffed Inpatient Capacity (all bed types),Inpatient Census (all bed types),Adult ICU Census,Number of Ventilators In Use,Date,Empty Inpatient Beds (all types),cms_number,hospital,Coalition
0,59,138,51,84,62,0,12,28,2,28,1106,488,79,33,7/26/2020,618,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
0,55,130,49,84,38,0,12,36,2,36,1039,669,75,35,7/27/2020,370,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
0,42,130,29,80,77,0,14,33,2,33,1039,737,88,51,7/29/2020,302,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
11,9,13,23,25,7,0,0,1,3,0,81,55,4,2,8/14/2020,26,340085,Novant Health - Thomasville MC,THPC
29,0,8,15,15,6,0,0,22,3,7,81,41,8,0,7/17/2020,40,340097,Hugh Chatham Memorial Hospital,THPC
22,-2,4,23,24,6,0,2,1,3,0,36,31,6,1,7/15/2020,5,340190,Novant Health - Mint Hill,THPC
18,0,10,7,7,8,0,5,5,3,2,111,71,10,0,8/4/2020,40,340003,Northern Regional Hospital,THPC
51,33,126,145,213,71,0,22,21,3,2,847,664,93,68,7/27/2020,183,340014,Novant Health - Forsyth MC,THPC
10,2,10,11,13,4,0,2,0,4,0,76,51,8,2,8/23/2020,25,340051,Watauga Medical Center,THPC
0,0,0,-1,0,0,0,0,1,0,0,44,14,0,1,6/29/2020,30,340187,WFBMC- Davie MC,THPC
177,14,128,49,107,29,0,8,7,0,21,573,545,114,58,7/16/2020,28,340047,Wake Forest Baptist MC – Winston Campus,THPC
177,4,112,64,107,30,0,11,13,0,0,590,547,108,43,7/11/2020,43,340047,Wake Forest Baptist MC – Winston Campus,THPC
177,5,114,61,107,28,0,12,14,0,0,569,536,109,46,7/12/2020,33,340047,Wake Forest Baptist MC – Winston Campus,THPC
177,6,124,57,107,30,0,12,22,0,0,603,556,118,50,7/14/2020,47,340047,Wake Forest Baptist MC – Winston Campus,THPC
177,6,126,58,107,30,0,15,13,0,0,598,561,120,49,7/15/2020,37,340047,Wake Forest Baptist MC – Winston Campus,THPC
177,14,119,51,108,35,0,18,23,0,0,625,541,105,57,6/14/2020,84,340047,Wake Forest Baptist MC – Winston Campus,THPC
177,7,130,77,108,43,0,26,18,0,0,629,562,123,31,6/10/2020,67,340047,Wake Forest Baptist MC – Winston Campus,THPC
177,5,116,61,107,34,0,11,18,0,0,578,519,111,46,7/13/2020,59,340047,Wake Forest Baptist MC – Winston Campus,THPC
23,2,23,15,21,13,0,5,6,0,0,289,183,21,6,7/15/2020,106,340004,WFBMC- High Point MC,THPC
5,0,0,5,5,0,1,0,0,0,0,62,38,0,0,7/13/2020,24,340123,Randolph Hospital,THPC
0,3,8,21,22,2,1,0,27,0,5,110,44,5,1,6/7/2020,66,340097,Hugh Chatham Memorial Hospital,THPC
29,3,8,15,15,5,1,1,0,0,0,81,57,5,0,8/3/2020,24,340097,Hugh Chatham Memorial Hospital,THPC
23,1,41,14,21,10,1,2,7,0,0,280,148,40,7,7/11/2020,132,340004,WFBMC- High Point MC,THPC
0,2,10,7,7,7,1,4,0,0,0,111,72,8,0,8/23/2020,39,340003,Northern Regional Hospital,THPC
23,1,18,14,21,7,1,4,0,0,8,277,179,17,7,6/24/2020,98,340004,WFBMC- High Point MC,THPC
23,2,23,18,21,14,1,6,8,0,9,279,185,21,3,6/18/2020,94,340004,WFBMC- High Point MC,THPC
0,1,40,15,21,14,1,6,7,0,0,279,183,39,6,6/3/2020,96,340004,WFBMC- High Point MC,THPC
23,4,25,15,21,14,1,6,7,0,0,282,175,21,6,6/17/2020,107,340004,WFBMC- High Point MC,THPC
23,14,25,13,21,13,1,6,7,0,0,286,158,11,8,6/22/2020,128,340004,WFBMC- High Point MC,THPC
23,7,39,15,21,10,1,7,5,0,0,262,149,32,6,6/13/2020,113,340004,WFBMC- High Point MC,THPC
23,8,25,17,21,17,1,7,6,0,0,296,174,17,4,6/19/2020,122,340004,WFBMC- High Point MC,THPC
23,1,22,18,21,17,1,8,1,0,0,259,159,21,3,6/20/2020,100,340004,WFBMC- High Point MC,THPC
23,3,24,12,21,0,1,8,1,0,11,261,160,21,9,6/11/2020,101,340004,WFBMC- High Point MC,THPC
23,2,22,13,21,14,1,8,3,0,0,281,160,20,8,6/12/2020,121,340004,WFBMC- High Point MC,THPC
177,22,118,60,108,36,1,9,28,0,0,855,855,96,48,7/5/2020,0,340047,Wake Forest Baptist MC – Winston Campus,THPC
177,12,129,46,108,35,1,12,15,0,0,634,574,117,62,7/1/2020,60,340047,Wake Forest Baptist MC – Winston Campus,THPC
177,9,137,43,108,31,1,16,23,0,0,619,572,128,65,6/30/2020,47,340047,Wake Forest Baptist MC – Winston Campus,THPC
177,4,138,48,108,35,1,17,23,0,21,607,574,134,60,6/18/2020,33,340047,Wake Forest Baptist MC – Winston Campus,THPC
177,0,130,51,108,35,1,18,21,0,0,620,556,130,57,6/19/2020,64,340047,Wake Forest Baptist MC – Winston Campus,THPC
177,5,121,54,108,38,1,21,15,0,0,605,539,116,54,6/15/2020,66,340047,Wake Forest Baptist MC – Winston Campus,THPC
177,13,130,76,108,44,1,25,19,0,0,598,519,117,32,6/7/2020,79,340047,Wake Forest Baptist MC – Winston Campus,THPC
177,19,136,78,108,43,1,26,26,0,0,592,527,117,30,6/6/2020,65,340047,Wake Forest Baptist MC – Winston Campus,THPC
29,0,8,15,15,6,1,0,12,1,3,81,45,8,0,7/18/2020,36,340097,Hugh Chatham Memorial Hospital,THPC
29,3,8,15,15,3,1,1,0,1,0,81,46,5,0,8/21/2020,35,340097,Hugh Chatham Memorial Hospital,THPC
23,3,20,15,21,11,1,5,5,1,8,268,165,17,6,6/23/2020,103,340004,WFBMC- High Point MC,THPC
177,32,125,65,108,25,1,11,15,1,17,603,583,93,43,7/6/2020,20,340047,Wake Forest Baptist MC – Winston Campus,THPC
18,1,10,7,7,8,1,6,0,2,0,111,81,9,0,8/10/2020,30,340003,Northern Regional Hospital,THPC
177,24,126,57,108,29,1,11,20,2,18,599,509,102,51,7/3/2020,90,340047,Wake Forest Baptist MC – Winston Campus,THPC
177,14,136,50,108,42,1,24,27,2,22,615,501,122,58,6/9/2020,114,340047,Wake Forest Baptist MC – Winston Campus,THPC
18,1,10,5,5,10,1,5,0,3,0,111,84,9,0,8/16/2020,27,340003,Northern Regional Hospital,THPC
0,47,130,43,84,68,1,11,6,4,1,1039,711,83,41,7/28/2020,328,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
0,47,130,51,82,67,1,11,33,5,33,1126,659,83,31,7/25/2020,467,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
51,37,126,149,213,68,1,23,16,6,2,845,642,89,64,7/26/2020,203,340014,Novant Health - Forsyth MC,THPC
51,17,126,140,213,69,1,25,23,7,3,851,710,109,73,7/28/2020,141,340014,Novant Health - Forsyth MC,THPC
51,23,126,148,213,75,1,23,21,9,1,847,695,103,65,7/29/2020,152,340014,Novant Health - Forsyth MC,THPC
177,5,120,76,108,34,1,17,17,0,0,626,555,115,32,6/13/2020,71,340047,Wake Forest Baptist MC – Winston Campus,THPC
177,5,124,53,108,39,1,20,13,0,0,627,553,119,55,6/12/2020,74,340047,Wake Forest Baptist MC – Winston Campus,THPC
177,28,137,60,108,45,1,25,20,2,21,608,494,109,48,6/5/2020,114,340047,Wake Forest Baptist MC – Winston Campus,THPC
177,22,136,61,108,42,1,23,21,5,10,603,496,114,47,6/4/2020,107,340047,Wake Forest Baptist MC – Winston Campus,THPC
25,2,10,7,7,0,2,0,0,0,0,107,86,8,0,7/2/2020,21,340003,Northern Regional Hospital,THPC
51,20,126,144,213,73,2,25,19,8,1,846,686,106,69,7/25/2020,160,340014,Novant Health - Forsyth MC,THPC
0,16,24,7,13,48,3,5,1,0,1,143,48,8,6,6/13/2020,95,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
0,38,130,41,82,59,21,5,63,1,63,796,514,92,41,6/5/2020,282,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
8,0,0,1,1,0,,,,,,24,12,0,0,4/6/2020,12,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,10,0,0,5/3/2020,2,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,7,0,0,5/7/2020,5,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,8,0,0,5/10/2020,4,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,6,0,0,5/24/2020,6,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,10,0,0,4/27/2020,2,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,6,0,0,4/10/2020,6,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,10,0,0,5/13/2020,2,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,5,0,0,5/18/2020,7,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,7,0,0,5/11/2020,5,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,7,0,0,5/21/2020,5,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,5,0,0,5/28/2020,7,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,5,0,0,5/29/2020,7,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,8,0,0,5/12/2020,4,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,6,0,0,4/9/2020,6,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,10,0,0,4/30/2020,2,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,5,0,0,4/13/2020,7,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,5,0,0,4/16/2020,7,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,5,0,0,4/14/2020,7,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,4,0,0,4/11/2020,8,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,5,0,0,4/15/2020,7,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,10,0,0,5/4/2020,2,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,5,0,0,6/2/2020,7,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,7,0,0,4/18/2020,5,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,7,0,0,4/21/2020,5,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,6,0,0,5/8/2020,6,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,8,0,0,4/23/2020,4,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,5,0,0,5/23/2020,7,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,9,0,0,4/24/2020,3,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,10,0,0,5/2/2020,2,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,6,0,0,5/6/2020,6,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,5,0,0,4/17/2020,7,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,10,0,0,4/28/2020,2,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,8,0,0,4/22/2020,4,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,6,0,0,4/20/2020,6,341316,Highlands Cashiers Hospital,MAHPC
8,10,10,1,1,0,,,,,,12,10,0,0,5/1/2020,2,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,10,0,0,5/14/2020,2,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,7,0,0,4/7/2020,5,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,10,0,0,4/29/2020,2,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,7,0,0,5/19/2020,5,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,5,0,0,5/26/2020,7,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,6,0,0,5/15/2020,6,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,7,0,0,4/8/2020,5,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,5,0,0,5/17/2020,7,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,4,0,0,5/27/2020,8,341316,Highlands Cashiers Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,5,0,0,5/20/2020,7,341316,Highlands Cashiers Hospital,MAHPC
36,4,6,2,2,0,,,,,,25,7,2,0,5/28/2020,18,341329,Blue Ridge Regional Hospital,MAHPC
40,3,6,2,2,0,,,,,,25,6,3,0,4/25/2020,19,341329,Blue Ridge Regional Hospital,MAHPC
75,4,6,2,2,0,,,,,,25,8,2,0,4/24/2020,17,341329,Blue Ridge Regional Hospital,MAHPC
83,5,6,2,2,0,,,,,,25,7,1,0,4/9/2020,18,341329,Blue Ridge Regional Hospital,MAHPC
36,5,6,2,2,0,,,,,,25,9,1,0,4/27/2020,16,341329,Blue Ridge Regional Hospital,MAHPC
83,5,6,2,2,0,,,,,,25,3,1,0,4/14/2020,22,341329,Blue Ridge Regional Hospital,MAHPC
83,5,6,2,2,0,,,,,,25,5,1,0,4/19/2020,20,341329,Blue Ridge Regional Hospital,MAHPC
36,5,6,2,2,0,,,,,,25,8,1,0,5/14/2020,17,341329,Blue Ridge Regional Hospital,MAHPC
83,4,6,2,2,0,,,,,,25,9,2,0,4/16/2020,16,341329,Blue Ridge Regional Hospital,MAHPC
38,4,6,2,2,0,,,,,,25,9,2,0,6/2/2020,16,341329,Blue Ridge Regional Hospital,MAHPC
83,5,6,2,2,0,,,,,,25,3,1,0,4/11/2020,22,341329,Blue Ridge Regional Hospital,MAHPC
36,6,6,2,2,0,,,,,,25,10,0,0,4/30/2020,15,341329,Blue Ridge Regional Hospital,MAHPC
83,5,6,2,2,0,,,,,,25,5,1,0,4/10/2020,20,341329,Blue Ridge Regional Hospital,MAHPC
83,6,6,2,2,0,,,,,,25,11,0,0,4/21/2020,14,341329,Blue Ridge Regional Hospital,MAHPC
83,5,6,2,2,0,,,,,,25,7,1,0,4/23/2020,18,341329,Blue Ridge Regional Hospital,MAHPC
36,5,6,2,2,0,,,,,,25,13,1,0,5/29/2020,12,341329,Blue Ridge Regional Hospital,MAHPC
36,5,6,2,2,0,,,,,,25,12,1,0,5/1/2020,13,341329,Blue Ridge Regional Hospital,MAHPC
83,4,6,2,2,0,,,,,,25,6,2,0,4/15/2020,19,341329,Blue Ridge Regional Hospital,MAHPC
36,4,6,2,2,0,,,,,,25,6,2,0,5/15/2020,19,341329,Blue Ridge Regional Hospital,MAHPC
36,2,6,2,2,0,,,,,,25,10,4,0,5/11/2020,15,341329,Blue Ridge Regional Hospital,MAHPC
83,5,6,2,2,0,,,,,,25,7,1,0,4/18/2020,18,341329,Blue Ridge Regional Hospital,MAHPC
36,6,6,2,2,0,,,,,,25,4,0,0,5/9/2020,21,341329,Blue Ridge Regional Hospital,MAHPC
83,6,6,2,2,0,,,,,,25,5,0,0,4/17/2020,20,341329,Blue Ridge Regional Hospital,MAHPC
83,5,6,2,2,0,,,,,,25,6,1,0,4/20/2020,19,341329,Blue Ridge Regional Hospital,MAHPC
36,6,6,2,2,0,,,,,,25,4,0,0,5/10/2020,21,341329,Blue Ridge Regional Hospital,MAHPC
40,5,6,2,2,0,,,,,,25,9,1,0,4/29/2020,16,341329,Blue Ridge Regional Hospital,MAHPC
36,5,6,2,2,0,,,,,,25,8,1,0,4/26/2020,17,341329,Blue Ridge Regional Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,8,0,0,5/12/2020,9,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,6,0,0,5/4/2020,11,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,10,0,0,4/23/2020,7,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,8,0,0,6/2/2020,9,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,7,0,0,4/14/2020,10,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,11,0,0,4/27/2020,6,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,8,0,0,5/1/2020,9,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,8,0,0,4/15/2020,9,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,12,0,0,5/14/2020,5,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,9,0,0,4/29/2020,8,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,6,0,0,5/6/2020,11,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,7,0,0,4/13/2020,10,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,8,0,0,4/17/2020,9,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,8,0,0,5/19/2020,9,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,9,0,0,5/20/2020,8,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,6,0,0,5/11/2020,11,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,12,0,0,5/15/2020,5,341305,Swain Hospital,MAHPC
1,0,0,1,1,0,,,,,,17,7,0,0,4/9/2020,10,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,10,0,0,5/21/2020,7,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,6,0,0,5/5/2020,11,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,9,0,0,5/18/2020,8,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,12,0,0,4/20/2020,5,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,8,0,0,4/16/2020,9,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,12,0,0,4/21/2020,5,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,4,0,0,5/7/2020,13,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,10,0,0,5/27/2020,7,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,8,0,0,4/30/2020,9,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,12,0,0,5/13/2020,5,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,11,0,0,4/22/2020,6,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,10,0,0,5/28/2020,7,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,9,0,0,6/1/2020,8,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,9,0,0,4/28/2020,8,341305,Swain Hospital,MAHPC
0,0,0,1,1,0,,,,,,17,10,0,0,5/26/2020,7,341305,Swain Hospital,MAHPC
83,4,6,2,2,1,,,,,,25,12,2,0,4/8/2020,13,341329,Blue Ridge Regional Hospital,MAHPC
36,6,6,2,2,1,,,,,,25,8,0,0,5/5/2020,17,341329,Blue Ridge Regional Hospital,MAHPC
8,0,0,1,1,0,,,,,,12,10,0,0,5/5/2020,2,341316,Highlands Cashiers Hospital,MAHPC
36,4,6,2,2,0,,,,,,25,11,2,0,5/2/2020,14,341329,Blue Ridge Regional Hospital,MAHPC
36,5,6,2,2,0,,,,,,25,9,1,0,5/25/2020,16,341329,Blue Ridge Regional Hospital,MAHPC
36,3,6,2,2,0,,,,,,25,12,3,0,5/19/2020,13,341329,Blue Ridge Regional Hospital,MAHPC
83,4,6,2,2,0,,,,,,25,16,2,0,4/6/2020,9,341329,Blue Ridge Regional Hospital,MAHPC
83,5,6,2,2,0,,,,,,25,4,1,0,4/12/2020,21,341329,Blue Ridge Regional Hospital,MAHPC
83,5,6,2,2,0,,,,,,25,4,1,0,4/13/2020,21,341329,Blue Ridge Regional Hospital,MAHPC
83,6,6,2,2,0,,,,,,25,11,0,0,4/22/2020,14,341329,Blue Ridge Regional Hospital,MAHPC
40,6,6,2,2,0,,,,,,25,8,0,0,4/28/2020,17,341329,Blue Ridge Regional Hospital,MAHPC
83,3,6,2,2,1,,,,,,25,16,3,0,4/7/2020,9,341329,Blue Ridge Regional Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,10,0,0,5/27/2020,8,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,10,0,0,5/5/2020,8,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,8,0,0,4/18/2020,10,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,2,0,0,4/6/2020,16,340156,Cherokee Indian Hospital,MAHPC
8,0,0,0,0,0,,,,,,18,7,0,0,5/2/2020,11,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,9,0,0,4/16/2020,9,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,3,0,0,4/10/2020,15,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,5,0,0,4/8/2020,13,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,9,0,0,5/10/2020,9,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,10,0,0,5/9/2020,8,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,8,0,0,5/4/2020,10,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,10,0,0,4/17/2020,8,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,4,0,0,4/11/2020,14,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,6,0,0,5/22/2020,12,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,2,0,0,4/9/2020,16,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,4,0,0,4/30/2020,14,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,3,0,0,4/28/2020,15,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,2,0,0,4/29/2020,16,340156,Cherokee Indian Hospital,MAHPC
5,0,0,0,0,0,,,,,,18,8,0,0,4/26/2020,10,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,5,0,0,4/13/2020,13,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,5,0,0,6/1/2020,13,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,5,0,0,4/12/2020,13,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,9,0,0,4/19/2020,9,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,10,0,0,5/25/2020,8,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,9,0,0,5/8/2020,9,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,7,0,0,5/16/2020,11,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,9,0,0,5/3/2020,9,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,8,0,0,5/28/2020,10,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,6,0,0,4/21/2020,12,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,6,0,0,4/22/2020,12,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,8,0,0,4/20/2020,10,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,9,0,0,5/23/2020,9,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,3,0,0,5/17/2020,15,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,9,0,0,5/21/2020,9,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,5,0,0,4/23/2020,13,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,7,0,0,5/19/2020,11,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,11,0,0,5/26/2020,7,340156,Cherokee Indian Hospital,MAHPC
5,0,0,0,0,0,,,,,,18,6,0,0,4/25/2020,12,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,9,0,0,5/13/2020,9,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,8,0,0,5/20/2020,10,340156,Cherokee Indian Hospital,MAHPC
0,0,0,0,0,0,,,,,,18,5,0,0,4/24/2020,13,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,11,0,0,5/14/2020,7,340156,Cherokee Indian Hospital,MAHPC
6,0,0,0,0,0,,,,,,18,10,0,0,5/12/2020,8,340156,Cherokee Indian Hospital,MAHPC
10,0,0,0,0,0,,,,,,12,6,0,0,5/8/2020,6,341323,Cannon Hospital,MAHPC
10,0,0,0,0,0,,,,,,12,2,0,0,4/16/2020,10,341323,Cannon Hospital,MAHPC
10,0,0,0,0,0,,,,,,12,8,0,0,5/13/2020,4,341323,Cannon Hospital,MAHPC
12,0,0,0,0,0,,,,,,12,4,0,0,5/6/2020,8,341323,Cannon Hospital,MAHPC
12,0,0,0,0,0,,,,,,12,1,0,0,4/17/2020,11,341323,Cannon Hospital,MAHPC
10,0,0,0,0,0,,,,,,12,3,0,0,4/27/2020,9,341323,Cannon Hospital,MAHPC
60,0,0,2,2,0,,,,,,12,5,0,0,4/6/2020,7,341323,Cannon Hospital,MAHPC
10,0,0,1,2,0,,,,,,12,2,0,1,4/23/2020,10,341323,Cannon Hospital,MAHPC
10,0,0,0,0,0,,,,,,22,3,0,0,4/9/2020,19,341323,Cannon Hospital,MAHPC
10,0,0,0,0,0,,,,,,12,4,0,0,5/22/2020,8,341323,Cannon Hospital,MAHPC
12,0,0,0,0,0,,,,,,12,2,0,0,4/15/2020,10,341323,Cannon Hospital,MAHPC
10,0,0,0,0,0,,,,,,12,7,0,0,5/1/2020,5,341323,Cannon Hospital,MAHPC
10,0,0,0,0,0,,,,,,12,6,0,0,4/28/2020,6,341323,Cannon Hospital,MAHPC
10,0,0,0,0,0,,,,,,12,5,0,0,5/18/2020,7,341323,Cannon Hospital,MAHPC
