Number of Additional Surge Beds Being Planned,Empty Adult ICU Beds,Adult ICU Staffed Bed Capacity,Number of Ventilators Available,Number of Ventilators in Hospital,Number of COVID-19 Positive Patients In Hospital,Number of Fatalities related to COVID-19 in past 24 hours,Number of COVID-19 Positive Adults in ICU,Number of ALL Patients Under Investigation for COVID-19 In Hospital,Number of new patients admitted to an inpatient bed who had confirmed COVID-19 at the time of admission in the past 24 hours,Number of new patients admitted to an inpatient bed who had suspected COVID-19 at the time of admission in the past 24 hours,Staffed Inpatient Capacity (all bed types),Inpatient Census (all bed types),Adult ICU Census,Number of Ventilators In Use,Date,Empty Inpatient Beds (all types),cms_number,hospital_name,Coalition
177,17,112,56,127,81,0,23,3,9,0,755,541,95,71,1/1/2021,214,340047,Wake Forest Baptist MC – Winston Campus,THPC
0,2,25,13,27,33,2,6,3,4,0,295,164,23,14,1/28/2021,131,340050,Southeastern Regional Medical Center,DHPC
8,0,6,3,12,18,1,5,0,2,0,74,55,6,9,1/22/2021,19,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
36,2,10,20,22,16,0,5,1,2,0,113,66,8,2,12/27/2020,47,340145,Atrium Health - Lincoln,MHPC
11,0,0,2,2,2,0,0,0,2,0,12,9,0,0,1/10/2021,3,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
6,2,27,20,47,90,3,9,1,15,5,406,345,25,27,12/7/2020,61,340032,CaroMont Health,MHPC
,,,,,,,,,,,,,,,1/29/2021,,102,Womack Army Medical Center,MCRHC
47,14,136,209,295,89,1,26,1,6,11,820,710,122,86,1/23/2021,110,340061,UNC Medical Center,MCRHC
12,0,6,11,12,2,0,1,4,4,3,70,54,6,1,11/2/2020,16,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
11,6,13,22,25,9,0,4,1,1,0,150,74,7,3,12/14/2020,76,340085,Novant Health - Thomasville MC,THPC
2,1,12,21,26,17,1,6,1,3,9,86,63,11,5,12/1/2020,23,340041,UNC- Caldwell Memorial Hospital,THPC
17,0,6,14,17,24,0,4,0,4,0,62,62,6,3,1/8/2021,0,340068,Columbus Regional Healthcare System,SHPR
30,8,104,162,230,128,2,27,20,14,1,1039,749,96,68,12/9/2020,290,340014,Novant Health - Forsyth MC,THPC
0,1,8,18,35,0,0,0,0,0,0,93,58,7,17,1/14/2021,35,342014,Highsmith-Rainey Specialty Hospital,MCRHC
32,5,6,4,4,1,0,1,0,0,0,31,19,1,0,11/25/2020,12,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
25,2,24,14,24,33,1,8,0,4,0,204,179,22,10,12/16/2020,25,340116,Frye Regional MC,THPC
16,0,0,3,3,10,0,0,0,1,1,61,36,0,0,1/21/2021,25,340069,Wake Medical Center,CapRAC
25,4,8,14,14,0,0,0,0,0,0,88,53,4,0,11/3/2020,35,340144,Davis Regional MC,THPC
20,1,6,3,4,3,0,1,0,3,0,18,10,5,1,12/24/2020,8,340159,Person Memorial Hospital,DHPC
0,2,14,31,41,20,1,0,0,3,0,261,125,12,10,1/30/2021,136,340027,UNC Lenoir Hospital,EHPC
0,0,0,2,2,11,0,0,0,1,2,32,7,0,0,12/7/2020,25,341329,Blue Ridge Regional Hospital,MAHPC
277,3,113,57,130,90,1,27,0,9,0,850,696,110,73,1/2/2021,154,340030,Duke University Hospital,DHPC
16,0,0,3,3,3,0,0,0,0,2,55,36,0,0,11/17/2020,19,340069,Wake Medical Center,CapRAC
29,1,5,24,26,15,0,1,1,3,0,114,61,4,2,1/10/2021,53,340158,Novant Health - Brunswick MC,SHPR
7,0,0,4,4,0,0,0,0,0,0,18,5,0,0,12/24/2020,13,341307,Pender Memorial Hospital,SHPR
0,0,0,15,15,0,0,0,0,0,0,38,21,0,0,12/12/2020,17,340148,Novant Health - Medical Park Hospital,THPC
429,32,76,91,120,27,1,8,5,6,23,778,607,44,29,11/21/2020,171,340141,New Hanover Regional MC,SHPR
54,1,8,4,5,24,0,4,0,2,0,107,106,7,1,1/16/2021,1,340060,UNC Rockingham Hospital,THPC
0,0,0,2,2,2,0,0,6,1,2,15,11,0,0,11/16/2020,4,340084,Atrium Health - Anson,MHPC
58,6,20,17,22,39,1,2,0,5,0,210,124,14,5,1/20/2021,86,340070,Alamance Regional Medical Center,MCRHC
,,,,,,,,,,,,,,,1/15/2021,,100,Durham VA,DHPC
16,4,10,11,12,7,0,3,5,1,0,110,83,6,1,11/26/2020,27,340184,Haywood Hospital,MAHPC
4,0,6,5,12,24,0,3,2,2,1,74,60,6,7,1/31/2021,14,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,12/10/2020,3,341323,Cannon Hospital,MAHPC
10,0,6,6,9,0,1,3,0,0,0,82,78,6,3,12/25/2020,4,340099,Vidant Roanoke Chowan Hospital,EHPC
49,0,0,5,5,0,2,0,0,0,0,27,8,0,0,11/24/2020,19,341325,Ashe Memorial Hospital,THPC
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,11/20/2020,12,341327,Dosher Memorial Hospital,SHPR
14,0,0,6,6,3,0,0,2,2,0,17,7,0,0,1/30/2021,10,341324,The Outer Banks Hospital,EHPC
13,14,20,31,33,9,0,1,25,0,2,219,123,6,2,11/28/2020,96,340113,Atrium Health - Main,MHPC
11,0,0,2,2,2,0,0,0,0,0,12,4,0,0,12/5/2020,8,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
26,14,72,39,57,26,0,2,34,6,4,602,432,58,18,11/16/2020,170,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
0,2,25,20,27,20,0,2,1,6,1,295,170,23,7,11/25/2020,125,340050,Southeastern Regional Medical Center,DHPC
27,0,0,13,13,3,0,0,0,0,0,42,39,0,0,1/8/2021,3,340014,Novant Health - Forsyth MC,THPC
43,14,134,212,295,100,0,29,1,8,15,819,696,120,83,1/4/2021,123,340061,UNC Medical Center,MCRHC
30,2,8,10,12,7,0,2,0,0,0,77,55,6,2,11/9/2020,22,340132,Maria Parham Medical Center,DHPC
12,0,0,2,2,0,0,0,0,0,0,6,6,0,0,1/11/2021,0,341304,Vidant Bertie Hospital,EHPC
57,3,12,9,10,1,0,0,2,0,0,53,36,9,1,11/25/2020,17,340091,Cone Health Annie Penn Hospital,THPC
14,0,8,12,18,13,1,5,0,1,0,52,48,8,6,12/26/2020,4,340186,Vidant Beaufort Hospital,EHPC
136,10,76,97,123,59,0,16,1,3,6,568,491,66,26,11/15/2020,77,340069,Wake Medical Center,CapRAC
136,2,76,123,123,97,0,24,1,0,5,588,516,74,0,12/18/2020,72,340069,Wake Medical Center,CapRAC
12,0,0,2,2,0,0,0,0,0,0,6,6,0,0,1/15/2021,0,341304,Vidant Bertie Hospital,EHPC
0,10,18,8,9,10,0,4,0,1,0,113,37,8,1,12/21/2020,76,340096,WFBMC - Lexington MC,THPC
0,0,0,1,1,2,0,0,0,0,0,8,8,0,0,1/29/2021,0,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
24,0,8,30,34,15,0,3,18,1,3,146,83,8,4,12/13/2020,63,340166,Atrium Health - University,MHPC
48,1,21,25,36,36,0,11,0,3,2,261,194,20,11,1/30/2021,67,340155,Duke Regional Hospital,DHPC
20,2,16,12,17,23,0,4,0,0,0,138,134,14,5,1/25/2021,4,340126,Wilson Medical Center,EHPC
25,2,6,3,4,4,0,3,0,0,0,31,19,4,1,12/1/2020,12,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
0,4,6,2,2,0,0,0,0,0,1,19,11,2,0,11/2/2020,8,341322,St. Lukes Hospital,MAHPC
0,4,6,2,2,2,0,2,0,0,0,19,9,2,0,12/30/2020,10,341322,St. Lukes Hospital,MAHPC
17,0,6,14,17,24,0,4,0,4,0,62,62,6,3,1/9/2021,0,340068,Columbus Regional Healthcare System,SHPR
44,8,14,9,9,15,0,3,0,0,0,163,95,6,0,11/22/2020,68,340151,Vidant - North,EHPC
0,11,38,25,27,46,0,11,1,6,1,331,289,27,2,12/3/2020,42,340115,FirstHealth Moore Regional Hospital,MCRHC
0,4,6,2,2,0,0,0,0,0,0,19,11,2,0,12/7/2020,8,341322,St. Lukes Hospital,MAHPC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11/17/2020,0,341316,Highlands Cashiers Hospital,MAHPC
49,0,0,5,5,2,0,0,0,2,0,27,12,0,0,11/19/2020,15,341325,Ashe Memorial Hospital,THPC
0,2,6,4,4,6,0,0,0,0,0,31,16,4,0,12/26/2020,15,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
40,4,10,15,16,6,0,0,2,1,2,98,58,6,1,11/12/2020,40,340109,Sentara Albemarle Medical Center,EHPC
29,0,5,25,26,11,0,3,1,1,0,114,70,5,1,12/28/2020,44,340158,Novant Health - Brunswick MC,SHPR
24,3,20,7,10,16,0,3,19,3,10,151,113,17,3,12/1/2020,38,340091,Cone Health Wesley Long Hospital,THPC
0,0,0,1,1,0,0,0,0,0,0,8,5,0,0,12/30/2020,3,341323,Cannon Hospital,MAHPC
26,0,11,13,17,18,0,6,0,3,0,62,47,11,4,1/28/2021,15,340068,Columbus Regional Healthcare System,SHPR
0,0,0,1,2,1,0,0,1,0,3,32,11,0,1,11/3/2020,21,341329,Blue Ridge Regional Hospital,MAHPC
15,15,74,41,57,16,0,2,35,1,1,613,417,59,16,11/1/2020,196,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
7,0,0,4,4,0,0,0,0,0,0,18,12,0,0,11/4/2020,6,341307,Pender Memorial Hospital,SHPR
64,1,15,21,25,23,0,4,0,4,0,178,140,14,4,12/12/2020,38,340073,Duke Raleigh Hospital,DHPC
8,4,8,5,5,5,0,0,6,1,3,32,23,4,0,12/27/2020,9,340071,Harnett Health - Central Harnett Hospital,CapRAC
10,0,10,20,24,16,1,6,10,4,4,84,52,10,4,1/20/2021,32,340119,Atrium Health - Stanly,MHPC
4,1,8,5,6,17,1,3,0,3,0,53,37,7,1,1/25/2021,16,340115,FirstHealth Richmond Memorial Hospital,MCRHC
30,8,106,151,230,171,2,45,18,23,3,982,752,98,79,12/16/2020,230,340014,Novant Health - Forsyth MC,THPC
12,0,6,4,12,13,0,4,7,1,2,72,55,6,8,1/4/2021,17,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
0,14,38,19,27,34,1,7,0,3,0,331,283,24,8,11/15/2020,48,340115,FirstHealth Moore Regional Hospital,MCRHC
72,0,8,5,6,1,0,1,0,0,0,53,47,8,1,11/2/2020,6,340020,Central Carolina Hospital,CapRAC
0,3,18,6,9,8,0,4,0,2,0,113,52,15,3,12/14/2020,61,340096,WFBMC - Lexington MC,THPC
49,0,0,5,5,0,0,0,2,0,1,27,22,0,0,11/30/2020,5,341325,Ashe Memorial Hospital,THPC
44,8,14,9,9,16,0,4,0,5,0,163,95,6,0,11/20/2020,68,340151,Vidant - North,EHPC
0,0,0,1,1,0,0,0,0,0,0,8,3,0,0,1/22/2021,5,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
12,0,6,8,12,10,0,4,10,0,6,66,50,6,4,11/29/2020,16,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
136,8,76,98,123,64,0,19,3,1,9,568,509,68,25,11/19/2020,59,340069,Wake Medical Center,CapRAC
16,3,10,10,12,6,0,1,3,3,3,110,87,7,2,11/11/2020,23,340184,Haywood Hospital,MAHPC
20,2,6,3,4,4,0,2,0,0,0,18,11,4,1,1/25/2021,7,340159,Person Memorial Hospital,DHPC
0,1,6,3,3,3,0,2,0,0,0,19,8,5,0,1/30/2021,11,341322,St. Lukes Hospital,MAHPC
0,1,9,3,3,11,1,6,0,1,1,30,22,8,0,1/26/2021,8,341319,Transylvania Regional Hospital,MAHPC
0,0,6,2,2,6,0,3,0,0,0,17,17,6,0,1/4/2021,0,341322,St. Lukes Hospital,MAHPC
429,41,76,97,120,52,1,6,3,4,15,771,616,35,23,12/11/2020,155,340141,New Hanover Regional MC,SHPR
10,5,10,16,16,0,0,0,7,0,3,84,39,5,0,11/2/2020,45,340119,Atrium Health - Stanly,MHPC
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1/26/2021,0,341316,Highlands Cashiers Hospital,MAHPC
,,,,,,,,,,,,,,,1/10/2021,,101,Naval Medical Center Camp Lejeune,SHPR
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11/10/2020,18,340156,Cherokee Indian Hospital,MAHPC
30,5,104,155,230,164,9,43,19,27,2,1039,760,99,75,12/13/2020,279,340014,Novant Health - Forsyth MC,THPC
12,3,10,8,12,1,0,6,0,2,0,96,78,7,4,11/9/2020,18,340051,Watauga Medical Center,THPC
-23,0,20,16,22,26,0,2,13,3,0,205,205,20,6,12/20/2020,0,340070,Alamance Regional Medical Center,MCRHC
0,8,38,0,0,38,4,9,0,4,1,331,308,30,0,11/2/2020,23,340115,FirstHealth Moore Regional Hospital,MCRHC
65,1,12,16,17,3,0,1,0,0,2,170,158,11,1,11/14/2020,12,340173,Wake Medical Center Cary,CapRAC
12,4,12,11,11,10,0,3,4,3,1,97,42,8,0,11/30/2020,55,340129,Lake Norman Regional Medical Center,MHPC
143,6,65,35,57,91,8,11,12,8,35,651,476,59,22,1/14/2021,175,340028,Cape Fear Valley Medical Center,MCRHC
0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,12/17/2020,0,341316,Highlands Cashiers Hospital,MAHPC
0,9,38,20,27,65,0,12,1,5,0,331,287,29,7,12/14/2020,44,340115,FirstHealth Moore Regional Hospital,MCRHC
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,11/20/2020,0,341316,Highlands Cashiers Hospital,MAHPC
,,,,,,,,,,,,,,,12/21/2020,,102,Womack Army Medical Center,MCRHC
14,0,0,6,6,1,0,0,0,0,0,17,14,0,0,1/9/2021,3,341324,The Outer Banks Hospital,EHPC
37,6,12,9,14,4,0,5,0,4,0,142,136,6,5,12/9/2020,6,340042,Onslow Memorial Hospital,EHPC
0,4,4,3,3,1,0,0,3,0,0,27,18,0,0,11/6/2020,9,341315,Cape Fear Valley Bladen Hospital,SHPR
56,2,8,10,10,7,0,2,0,3,0,67,36,6,0,11/12/2020,31,340024,Sampson Regional Medical Center,MCRHC
59,0,10,33,41,35,0,3,4,9,0,246,170,10,8,12/17/2020,76,340171,Novant Health - Matthews,MHPC
0,11,38,21,27,50,0,9,3,7,2,331,305,27,6,12/8/2020,26,340115,FirstHealth Moore Regional Hospital,MCRHC
56,2,8,10,10,9,0,3,0,1,0,67,31,6,0,12/17/2020,36,340024,Sampson Regional Medical Center,MCRHC
10,0,8,4,9,2,0,4,0,2,0,86,76,8,5,12/11/2020,10,340099,Vidant Roanoke Chowan Hospital,EHPC
25,3,8,14,14,4,0,4,0,0,0,88,58,5,0,12/5/2020,30,340144,Davis Regional MC,THPC
1,0,0,2,2,0,0,0,0,0,0,17,7,0,0,11/15/2020,10,341305,Swain Hospital,MAHPC
16,3,10,6,12,18,0,6,0,5,0,110,60,7,6,1/10/2021,50,340184,Haywood Hospital,MAHPC
69,9,64,45,66,95,2,23,32,11,6,503,388,55,21,12/23/2020,115,340001,Atrium Health - Cabarrus,MHPC
21,1,20,7,10,4,0,1,12,1,2,154,108,19,3,11/7/2020,46,340091,Cone Health Wesley Long Hospital,THPC
8,1,8,2,5,8,0,2,5,2,1,34,31,7,3,12/14/2020,3,340071,Harnett Health - Central Harnett Hospital,CapRAC
0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1/10/2021,0,341316,Highlands Cashiers Hospital,MAHPC
8,1,8,5,5,5,0,1,7,1,3,32,30,7,0,12/22/2020,2,340071,Harnett Health - Central Harnett Hospital,CapRAC
31,0,4,23,24,10,0,3,1,3,1,71,67,4,1,12/2/2020,4,340014,Novant Health - Forsyth MC,THPC
12,0,4,4,4,4,0,1,0,0,0,29,23,4,0,12/1/2020,6,341318,Vidant Chowan Hospital,EHPC
24,1,6,4,4,10,0,3,0,0,0,31,27,5,0,1/13/2021,4,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
10,2,6,8,5,11,0,3,0,0,0,53,42,4,-3,12/22/2020,11,340127,Granville Health System,DHPC
14,0,0,5,5,0,0,0,1,0,0,17,7,0,0,11/20/2020,10,341324,The Outer Banks Hospital,EHPC
8,4,8,5,5,6,0,1,9,1,2,38,30,4,0,11/23/2020,8,340071,Harnett Health - Central Harnett Hospital,CapRAC
12,0,6,7,12,20,0,4,3,2,1,68,52,6,5,1/8/2021,16,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
22,18,59,28,34,21,0,6,0,2,8,177,113,41,6,11/21/2020,64,340090,Johnston UNC Health Care,CapRAC
20,3,6,4,4,1,0,1,2,1,0,18,7,3,0,11/30/2020,11,340159,Person Memorial Hospital,DHPC
0,5,9,3,3,4,0,2,1,0,1,30,21,4,0,12/17/2020,9,341319,Transylvania Regional Hospital,MAHPC
27,0,0,13,13,2,0,0,0,0,0,42,37,0,0,1/5/2021,5,340014,Novant Health - Forsyth MC,THPC
0,1,9,2,3,7,0,0,0,1,1,37,21,8,1,1/31/2021,16,341326,Angel Medical Center,MAHPC
177,18,124,58,127,58,1,14,1,7,0,822,621,106,69,1/30/2021,201,340047,Wake Forest Baptist MC – Winston Campus,THPC
11,3,13,23,25,16,0,5,1,1,0,150,86,10,2,12/10/2020,64,340085,Novant Health - Thomasville MC,THPC
49,0,0,6,6,0,0,0,0,0,0,27,11,0,0,1/27/2021,16,341325,Ashe Memorial Hospital,THPC
0,0,0,2,2,0,0,0,5,0,2,15,7,0,0,11/14/2020,8,340084,Atrium Health - Anson,MHPC
49,0,8,20,22,8,0,2,1,2,1,264,141,8,2,11/20/2020,123,340183,Novant Health - Huntersville,MHPC
0,3,9,3,3,4,1,0,3,2,3,37,15,6,0,12/23/2020,22,341326,Angel Medical Center,MAHPC
10,1,10,11,16,9,0,1,3,0,2,84,63,9,5,12/7/2020,21,340119,Atrium Health - Stanly,MHPC
10,0,10,12,16,24,1,7,7,5,2,84,48,10,4,1/3/2021,36,340119,Atrium Health - Stanly,MHPC
12,0,0,2,2,0,0,0,0,0,0,6,6,0,0,1/13/2021,0,341304,Vidant Bertie Hospital,EHPC
24,0,8,27,29,3,0,0,12,0,2,126,107,8,2,11/4/2020,19,340166,Atrium Health - University,MHPC
12,2,12,11,11,2,0,6,0,2,0,97,52,10,0,1/31/2021,45,340129,Lake Norman Regional Medical Center,MHPC
44,2,6,6,7,1,0,0,0,0,0,88,33,4,1,11/29/2020,55,340023,Park Ridge Health (Advent Health),MAHPC
13,11,20,29,34,7,0,1,33,0,9,219,146,9,5,12/1/2020,73,340113,Atrium Health - Main,MHPC
40,2,10,14,16,6,0,2,1,0,1,98,61,8,2,11/10/2020,37,340109,Sentara Albemarle Medical Center,EHPC
57,3,12,10,10,3,0,0,8,2,4,53,35,9,0,12/3/2020,18,340091,Cone Health Annie Penn Hospital,THPC
36,0,10,18,22,16,0,5,6,1,3,113,66,10,4,12/13/2020,47,340145,Atrium Health - Lincoln,MHPC
2,3,12,21,26,32,3,7,0,1,4,89,68,9,5,12/19/2020,21,340041,UNC- Caldwell Memorial Hospital,THPC
60,29,120,106,181,108,0,15,0,9,0,888,799,91,75,1/5/2021,89,340040,Vidant Medical Center,EHPC
5,0,9,8,12,0,0,7,0,0,0,95,66,9,4,1/6/2021,29,340016,Harris Hosptial,MAHPC
58,3,19,6,9,20,0,20,0,7,0,88,60,16,3,11/25/2020,28,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11/7/2020,18,340156,Cherokee Indian Hospital,MAHPC
136,10,76,95,123,63,0,17,2,7,2,568,508,66,28,11/18/2020,60,340069,Wake Medical Center,CapRAC
12,4,10,7,13,15,0,5,0,1,0,96,81,6,6,12/13/2020,15,340051,Watauga Medical Center,THPC
25,9,24,14,24,43,1,8,0,3,0,204,181,15,10,1/5/2021,23,340116,Frye Regional MC,THPC
7,2,9,9,10,8,0,0,3,3,1,34,32,7,1,11/21/2020,2,340120,Vidant Duplin Hospital,EHPC
21,4,6,4,4,1,0,0,0,0,0,31,18,2,0,11/27/2020,13,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
30,2,8,8,12,13,0,4,0,0,0,77,53,6,4,1/24/2021,24,340132,Maria Parham Medical Center,DHPC
32,9,21,42,45,22,1,3,2,6,11,277,121,12,3,12/11/2020,156,340147,Nash Health Care System,EHPC
12,0,0,2,2,0,0,0,0,0,0,6,6,0,0,12/22/2020,0,341304,Vidant Bertie Hospital,EHPC
10,0,18,33,45,50,2,12,12,2,3,203,151,18,12,1/15/2021,52,340021,Atrium Health - Cleveland,MHPC
7,1,9,10,10,13,0,6,1,2,1,34,31,8,0,12/29/2020,3,340120,Vidant Duplin Hospital,EHPC
,,,,,,,,,,,,,,,1/18/2021,,101,Naval Medical Center Camp Lejeune,SHPR
0,6,18,7,9,13,0,7,0,6,0,113,45,12,2,12/16/2020,68,340096,WFBMC - Lexington MC,THPC
69,7,64,41,68,101,2,24,33,8,5,503,371,57,27,1/8/2021,132,340001,Atrium Health - Cabarrus,MHPC
0,0,0,1,1,0,0,0,0,1,0,14,7,0,0,11/5/2020,7,341317,LifeBright Community Hospital of Stokes,THPC
23,2,24,19,25,53,1,15,0,6,0,244,197,22,6,1/12/2021,47,340004,WFBMC- High Point MC,THPC
143,3,65,26,57,80,0,10,8,11,30,636,514,62,31,12/16/2020,122,340028,Cape Fear Valley Medical Center,MCRHC
12,0,4,2,4,10,0,4,0,3,0,29,23,4,2,1/22/2021,6,341318,Vidant Chowan Hospital,EHPC
0,1,10,7,7,2,0,5,0,5,3,78,51,9,0,11/22/2020,27,340003,Northern Regional Hospital,THPC
9,47,181,120,134,19,1,5,3,0,5,456,321,134,14,11/8/2020,135,340114,UNC Rex Hospital,MCRHC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12/12/2020,0,341316,Highlands Cashiers Hospital,MAHPC
43,1,20,19,22,4,0,0,23,0,8,195,136,19,3,11/12/2020,59,340070,Alamance Regional Medical Center,MCRHC
53,5,17,31,43,34,3,3,6,4,7,313,129,12,12,1/17/2021,184,340010,Wayne UNC Health Care,EHPC
54,3,16,21,40,38,2,6,3,6,2,104,79,13,19,1/12/2021,25,340109,Sentara Albemarle Medical Center,EHPC
11,0,0,2,2,2,0,0,0,1,0,12,4,0,0,1/31/2021,8,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
0,1,8,0,8,9,0,3,0,3,0,114,42,7,8,1/29/2021,72,340064,WFBMC - Wilkes Regional MC,THPC
29,0,8,11,15,28,0,7,0,1,0,81,72,8,4,1/22/2021,9,340097,Hugh Chatham Memorial Hospital,THPC
37,0,12,1,14,1,0,4,6,1,5,142,142,12,13,11/22/2020,0,340042,Onslow Memorial Hospital,EHPC
12,3,10,10,13,13,1,4,0,4,0,96,90,7,3,11/24/2020,6,340051,Watauga Medical Center,THPC
56,0,8,10,10,8,0,4,0,4,0,67,32,8,0,11/5/2020,35,340024,Sampson Regional Medical Center,MCRHC
1,16,178,101,134,60,0,20,0,9,16,488,387,162,33,12/11/2020,101,340114,UNC Rex Hospital,MCRHC
0,0,0,2,2,4,0,0,2,0,0,32,10,0,0,11/20/2020,22,341329,Blue Ridge Regional Hospital,MAHPC
63,0,20,9,10,26,0,1,13,5,1,160,160,20,1,12/23/2020,0,340091,Cone Health Wesley Long Hospital,THPC
,,,,,,,,,,,,,,,1/20/2021,,102,Womack Army Medical Center,MCRHC
0,0,1,3,4,6,0,0,0,3,5,25,18,1,1,1/28/2021,7,340087,McDowell Hospital,MAHPC
29,1,5,24,26,17,0,3,3,4,2,114,80,4,2,1/5/2021,34,340158,Novant Health - Brunswick MC,SHPR
59,0,10,31,41,13,1,2,5,1,1,246,154,10,10,11/15/2020,92,340171,Novant Health - Matthews,MHPC
0,7,10,8,9,2,0,2,19,0,14,125,47,3,1,11/18/2020,78,340013,Rutherford Regional Hospital,MAHPC
54,2,8,4,5,17,1,3,1,2,0,107,105,6,1,1/31/2021,2,340060,UNC Rockingham Hospital,THPC
16,7,10,10,12,7,1,0,0,2,0,110,72,3,2,12/16/2020,38,340184,Haywood Hospital,MAHPC
0,0,8,6,8,10,1,5,1,3,0,113,52,8,2,11/1/2020,61,340064,WFBMC - Wilkes Regional MC,THPC
0,9,91,44,91,69,1,21,30,16,19,717,632,82,47,12/4/2020,85,340002,Mission Health Hospital,MAHPC
1,45,179,115,134,55,3,15,4,3,8,489,342,134,19,12/20/2020,147,340114,UNC Rex Hospital,MCRHC
16,5,10,11,12,3,1,0,0,1,0,110,85,5,1,11/20/2020,25,340184,Haywood Hospital,MAHPC
12,0,6,9,12,10,0,4,5,1,5,66,52,6,3,11/30/2020,14,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
27,0,0,13,13,2,0,0,0,0,0,42,34,0,0,12/18/2020,8,340014,Novant Health - Forsyth MC,THPC
0,8,10,8,9,3,0,1,8,0,7,125,33,2,1,11/16/2020,92,340013,Rutherford Regional Hospital,MAHPC
8,0,6,4,12,25,1,5,0,6,0,70,51,6,8,1/19/2021,19,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
21,3,20,8,10,0,0,0,19,0,5,154,140,17,2,11/3/2020,14,340091,Cone Health Wesley Long Hospital,THPC
0,1,8,18,35,0,0,0,0,0,0,93,57,7,17,1/16/2021,36,342014,Highsmith-Rainey Specialty Hospital,MCRHC
30,3,8,11,12,6,0,1,0,0,0,77,37,5,1,12/28/2020,40,340132,Maria Parham Medical Center,DHPC
16,0,0,3,3,13,0,0,0,0,2,61,35,0,0,1/5/2021,26,340069,Wake Medical Center,CapRAC
72,0,8,6,6,10,0,1,0,2,0,53,53,8,0,12/14/2020,0,340020,Central Carolina Hospital,CapRAC
53,5,20,17,22,60,0,4,1,6,0,212,129,15,5,1/16/2021,83,340070,Alamance Regional Medical Center,MCRHC
69,20,64,37,59,43,1,15,77,5,24,503,405,44,22,11/17/2020,98,340001,Atrium Health - Cabarrus,MHPC
6,0,0,6,6,7,0,0,8,3,1,59,39,0,0,12/30/2020,20,340037,Atrium Health - Kings Mountain,MHPC
11,2,13,15,25,26,1,9,6,4,0,150,88,11,10,1/16/2021,62,340085,Novant Health - Thomasville MC,THPC
14,0,8,17,18,21,1,4,0,4,0,52,52,8,1,1/7/2021,0,340186,Vidant Beaufort Hospital,EHPC
53,5,17,30,43,59,2,5,0,4,6,316,147,12,13,1/8/2021,169,340010,Wayne UNC Health Care,EHPC
0,1,6,2,2,6,0,4,0,2,0,19,16,5,0,1/7/2021,3,341322,St. Lukes Hospital,MAHPC
16,5,10,12,12,10,0,2,0,0,0,110,64,5,0,12/27/2020,46,340184,Haywood Hospital,MAHPC
10,1,6,8,8,6,0,1,0,3,0,53,42,5,0,1/6/2021,11,340127,Granville Health System,DHPC
0,0,0,2,2,2,0,0,5,0,2,32,10,0,0,11/9/2020,22,341329,Blue Ridge Regional Hospital,MAHPC
0,1,9,3,3,10,1,0,0,2,4,37,18,8,0,12/30/2020,19,341326,Angel Medical Center,MAHPC
0,15,38,20,27,28,2,7,2,1,0,331,290,23,7,11/6/2020,41,340115,FirstHealth Moore Regional Hospital,MCRHC
48,1,16,30,36,26,0,3,0,3,3,288,212,15,6,11/21/2020,76,340155,Duke Regional Hospital,DHPC
54,1,8,4,5,17,0,4,0,2,0,107,106,7,1,1/13/2021,1,340060,UNC Rockingham Hospital,THPC
0,6,10,8,9,8,0,2,16,4,13,125,52,4,1,11/23/2020,73,340013,Rutherford Regional Hospital,MAHPC
4,6,8,5,6,4,0,0,0,0,0,53,24,2,1,11/15/2020,29,340115,FirstHealth Richmond Memorial Hospital,MCRHC
